symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
5PAISA-RE,5PAISA-REBEN,0.05,0.1,0.1,0.05,100.0,600,60,0.0,0.0
HILTON,HILTONEQN,17.25,20.5,20.5,3.25,18.84,152074,3117517,70.97,13.43
UNIINFO,UNIINFOEQN,11.35,12.88,12.88,1.53,13.48,25,322,22.9,9.96
SALONA,SALONAEQN,265.65,297.0,297.0,31.35,11.8,1,297,318.8,221.0
KHANDSE,KHANDSEEQN,14.52,15.99,15.99,1.47,10.12,1,15,29.0,14.25
REGENCERAM,REGENCERAMEQN,39.5,43.24,43.24,3.74,9.47,806,34851,57.69,35.31
RVTH,RVTHEQN,529.1,574.95,574.95,45.85,8.67,21,12073,1300.0,491.1
KRITI,KRITIEQN,65.61,71.0,71.0,5.39,8.22,7032,499272,177.51,53.0
AEPL,AEPLEQN,16.08,17.4,17.4,1.32,8.21,1009,17556,19.0,16.0
TOTAL,TOTALEQN,50.89,54.9,54.9,4.01,7.88,1,54,93.5,48.0
CYBERMEDIA,CYBERMEDIAEQN,13.13,14.0,14.0,0.87,6.63,1,14,22.81,11.0
SEPC,SEPCEQN,5.62,5.99,5.99,0.37,6.58,964972,5780182,15.8,4.65
MFML,MFMLEQN,23.97,25.5,25.5,1.53,6.38,8,204,36.99,19.66
ZEELEARN,ZEELEARNEQN,5.08,5.4,5.4,0.32,6.3,69793,376882,10.89,4.57
ORIENTLTD,ORIENTLTDEQN,59.26,62.99,62.99,3.73,6.29,5,314,110.4,55.5
APEXECO,APEXECOSMN,110.1,117.0,117.0,6.9,6.27,800,93600,165.6,76.5
SHREERAMA,SHREERAMAEQN,52.99,56.3,56.3,3.31,6.25,12338,694629,71.99,31.05
TEAMGTY,TEAMGTYEQN,269.4,285.95,285.95,16.55,6.14,10,2859,332.55,154.4
KEEPLEARN,KEEPLEARNEQN,1.72,1.81,1.81,0.09,5.23,32,57,4.74,1.69
HAVISHA,HAVISHAEQN,1.16,1.22,1.22,0.06,5.17,625,762,3.05,1.1
MANUGRAPH,MANUGRAPHEQN,11.42,12.0,12.0,0.58,5.08,17,204,25.3,11.3
CKKRETAIL,CKKRETAILSTN,125.1,131.35,131.35,6.25,5.0,9600,1260960,265.25,113.2
ROML,ROMLEQN,40.94,42.98,42.98,2.04,4.98,2,85,73.8,40.16
SETCO,SETCOEQN,18.06,18.96,18.96,0.9,4.98,38381,727703,21.68,11.56
SAMBHAAV,SAMBHAAVEQN,5.43,5.7,5.7,0.27,4.97,100,570,11.53,5.0
PRUDMOULI,PRUDMOULIEQN,12.47,13.09,13.09,0.62,4.97,58,759,49.75,11.37
KARNIKA,KARNIKASMN,109.0,114.4,114.4,5.4,4.95,1000,114400,224.95,106.05
PALREDTEC,PALREDTECEQN,29.68,31.14,31.14,1.46,4.92,20,622,73.6,27.51
SELMC,SELMCEQN,28.06,29.44,29.44,1.38,4.92,3,88,48.77,26.0
IL&FSENGG,IL&FSENGGBZN,24.78,25.99,25.99,1.21,4.88,10,259,45.84,21.0
AAKASH,AAKASHBEN,8.22,8.62,8.62,0.4,4.87,8388,72304,13.79,7.06
CMNL,CMNLSMN,100.0,104.85,104.85,4.85,4.85,750,78637,183.9,90.0
SHIVAUM,SHIVAUMEQN,347.3,363.9,363.9,16.6,4.78,1,363,375.4,260.0
VITAL,VITALEQN,39.0,40.85,40.85,1.85,4.74,2500,102125,75.7,35.4
SHYAMDHANI,SHYAMDHANISMN,54.35,56.9,56.9,2.55,4.69,2000,113800,139.65,53.75
TARAPUR,TARAPUREQN,26.72,27.97,27.97,1.25,4.68,11,307,39.99,21.5
DIGJAMLMTD,DIGJAMLMTDEQN,40.14,42.0,42.0,1.86,4.63,5,210,59.75,32.83
PASHUPATI,PASHUPATIEQN,984.4,1030.0,1030.0,45.6,4.63,1,1030,1035.05,595.95
VISASTEEL,VISASTEELEQN,29.16,30.5,30.5,1.34,4.6,70,2135,73.68,27.4
SALSTEEL,SALSTEELBEN,37.99,39.7,39.7,1.71,4.5,810,32157,49.57,14.37
AMDIND,AMDINDEQN,38.3,40.0,40.0,1.7,4.44,106,4240,68.07,34.9
ANNAPURNA,ANNAPURNASMN,158.05,165.0,165.0,6.95,4.4,11000,1815000,338.0,143.2
HINDCON,HINDCONEQN,18.92,19.74,19.74,0.82,4.33,95,1875,40.24,17.21
OBSCP,OBSCPSMN,287.0,298.6,298.6,11.6,4.04,2000,597200,360.0,147.0
DNAMEDIA,DNAMEDIAEQN,2.79,2.9,2.9,0.11,3.94,7215,20923,5.95,2.74
CANARYS,CANARYSSMN,16.6,17.25,17.25,0.65,3.92,4000,69000,36.9,16.55
FINOPB,FINOPBEQN,123.7,128.5,128.5,4.8,3.88,42429,5452126,339.0,110.03
ELDEHSG,ELDEHSGEQN,789.9,820.0,820.0,30.1,3.81,1,820,1044.1,658.1
GSS,GSSEQN,10.01,10.39,10.39,0.38,3.8,1005,10441,52.69,9.61
MTEDUCARE,MTEDUCAREBEN,1.34,1.39,1.39,0.05,3.73,135,187,2.55,1.28
PIONEEREMB,PIONEEREMBEQN,23.12,23.98,23.98,0.86,3.72,100,2398,48.49,22.22
KNAGRI,KNAGRIEQN,178.11,184.7,184.7,6.59,3.7,200,36940,273.5,148.3
AZAD,AZADEQN,1473.2,1527.3,1527.3,54.1,3.67,7935,12119125,1899.0,1159.45
NIRAJISPAT,NIRAJISPATBEN,190.05,197.0,197.0,6.95,3.66,1,197,612.5,155.0
DIVINEHIRA,DIVINEHIRASTN,248.9,258.0,258.0,9.1,3.66,1600,412800,272.0,43.0
AKSHOPTFBR,AKSHOPTFBREQN,4.4,4.56,4.56,0.16,3.64,15004,68418,12.95,4.16
OWAIS,OWAISSMN,123.5,128.0,128.0,4.5,3.64,10900,1395200,707.9,88.1
RELCHEMQ,RELCHEMQEQN,111.42,115.4,115.4,3.98,3.57,50,5770,214.0,108.45
AKG,AKGEQN,10.43,10.8,10.8,0.37,3.55,4,43,16.82,10.2
AHLEAST,AHLEASTEQN,143.83,148.9,148.9,5.07,3.52,1,148,168.0,122.78
SEJALLTD,SEJALLTDEQN,467.7,484.0,484.0,16.3,3.49,65,31460,1036.7,324.0
SPCENET,SPCENETEQN,3.48,3.6,3.6,0.12,3.45,3080,11088,11.24,3.38
XTGLOBAL,XTGLOBALEQN,29.7,30.69,30.69,0.99,3.33,56,1718,46.25,25.2
AROGRANITE,AROGRANITEEQN,21.78,22.49,22.49,0.71,3.26,51,1146,45.63,21.3
SITINET,SITINETBZN,0.31,0.32,0.32,0.01,3.23,6134,1962,0.58,0.3
ARTNIRMAN,ARTNIRMANEQN,33.43,34.5,34.5,1.07,3.2,2,69,72.5,32.01
SVPGLOB,SVPGLOBBEN,2.52,2.6,2.6,0.08,3.17,194,504,6.89,2.47
HINDCOMPOS,HINDCOMPOSEQN,376.25,388.0,388.0,11.75,3.12,1,388,537.75,364.9
CROWN,CROWNEQN,118.32,122.0,122.0,3.68,3.11,22,2684,221.8,108.45
NAHARINDUS,NAHARINDUSEQN,90.13,92.9,92.9,2.77,3.07,10,929,150.0,86.15
CCCL,CCCLEQN,14.05,14.48,14.48,0.43,3.06,1976,28612,28.87,12.66
