symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
RETAIL,RETAILEQN,27.61,32.89,32.89,5.28,19.12,25,822,49.08,27.05
SHRENIK,SHRENIKEQN,0.54,0.62,0.62,0.08,14.81,170079,105448,0.92,0.4
VGL,VGLEQN,144.61,158.95,158.95,14.34,9.92,210,33379,0.0,0.0
NIDAN,NIDANSMN,22.8,24.9,24.9,2.1,9.21,5000,124500,31.5,16.05
GTECJAINX,GTECJAINXEQN,23.66,25.7,25.7,2.04,8.62,10,257,40.0,19.71
ARENTERP,ARENTERPEQN,56.2,60.79,60.79,4.59,8.17,300,18237,88.34,37.17
AEGISVOPAK,AEGISVOPAKEQN,260.55,278.55,278.55,18.0,6.91,37342,10401614,302.0,220.0
NECLIFE,NECLIFEEQN,16.99,18.0,18.0,1.01,5.94,289178,5205204,44.41,13.05
SOUTHWEST,SOUTHWESTEQN,211.71,224.0,224.0,12.29,5.81,14869,3330656,214.17,99.06
SHYAMTEL,SHYAMTELEQN,12.29,13.0,13.0,0.71,5.78,10,130,28.58,11.49
DAVANGERE,DAVANGEREEQN,4.07,4.3,4.3,0.23,5.65,1113487,4787994,6.36,3.03
RPPINFRA,RPPINFRAEQN,104.44,110.0,110.0,5.56,5.32,5197,571670,255.3,100.4
SAMPANN,SAMPANNEQN,33.17,34.9,34.9,1.73,5.22,462,16123,47.88,24.16
SUPREMEINF,SUPREMEINFBZN,94.42,99.14,99.14,4.72,5.0,19414,1924703,161.55,79.23
WAAREEINDO,WAAREEINDOBEN,529.05,555.5,555.5,26.45,5.0,4903,2723616,725.0,165.07
GUJRAFFIA,GUJRAFFIABEN,63.57,66.74,66.74,3.17,4.99,792,52858,105.88,34.87
SUNLITE,SUNLITESTN,289.45,303.9,303.9,14.45,4.99,3000,911700,289.45,91.0
SWANDEF,SWANDEFBEN,1087.9,1142.2,1142.2,54.3,4.99,4,4568,1087.85,37.8
EASTSILK,EASTSILKBEN,74.09,77.79,77.79,3.7,4.99,548,42628,81.07,24.0
RSSOFTWARE,RSSOFTWAREEQN,50.27,52.78,52.78,2.51,4.99,3128,165095,233.8,45.05
