symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
SILLYMONKS,SILLYMONKSEQN,19.76,23.71,23.71,3.95,19.99,14124,334880,28.1,13.45
RNPL,RNPLSMN,118.8,130.65,130.65,11.85,9.97,31200,4076280,118.8,69.0
MONOLITH,MONOLITHSMN,509.1,555.0,555.0,45.9,9.02,5500,3052500,509.1,219.45
GVPTECH,GVPTECHEQN,9.52,10.3,10.3,0.78,8.19,11,113,14.43,7.61
3MINDIA,3MINDIAEQN,30700.0,33060.0,33060.0,2360.0,7.69,702,23208120,37133.75,25718.15
POWERINDIA,POWERINDIAEQN,17919.0,19210.0,19210.0,1291.0,7.2,11242,215958820,21800.0,8801.0
GLOBALE,GLOBALEEQN,12.59,13.48,13.48,0.89,7.07,1,13,35.63,11.56
CUB,CUBEQN,236.04,251.0,251.0,14.96,6.34,165589,41562839,240.6,142.91
SALONA,SALONAEQN,273.6,288.85,288.85,15.25,5.57,1,288,344.9,215.0
MARINE,MARINEEQN,240.85,254.0,254.0,13.15,5.46,29049,7378446,333.0,138.9
QUADFUTURE,QUADFUTUREEQN,309.55,326.0,326.0,16.45,5.31,16667,5433442,744.0,287.4
ONELIFECAP,ONELIFECAPEQN,15.34,16.15,16.15,0.81,5.28,37780,610147,20.96,9.08
RAJTV,RAJTVEQN,40.6,42.74,42.74,2.14,5.27,1,42,95.0,40.1
KEEPLEARN,KEEPLEARNEQN,2.94,3.09,3.09,0.15,5.1,77,237,5.6,2.46
SOMATEX,SOMATEXBEN,146.27,153.58,153.58,7.31,5.0,1250,191975,146.27,34.53
VISASTEEL,VISASTEELBEN,67.0,70.35,70.35,3.35,5.0,2561,180166,73.68,25.46
CYBERTECH,CYBERTECHBEN,175.65,184.43,184.43,8.78,5.0,9599,1770343,274.8,125.12
TREJHARA,TREJHARABEN,227.27,238.63,238.63,11.36,5.0,4267,1018234,294.55,155.6
TECHD,TECHDSTN,803.45,843.6,843.6,40.15,5.0,1200,1012320,803.45,366.7
ISHANCH,ISHANCHBEN,72.79,76.42,76.42,3.63,4.99,2464,188298,83.37,36.0
REFRACTORY,REFRACTORYSMN,52.2,54.8,54.8,2.6,4.98,1000,54800,128.95,39.0
SEYAIND,SEYAINDBEN,21.77,22.85,22.85,1.08,4.96,102,2330,32.65,12.63
DREDGECORP,DREDGECORPEQN,889.35,932.9,932.9,43.55,4.9,36162,33735529,1085.0,495.0
GAYAHWS,GAYAHWSBEN,3.69,3.87,3.87,0.18,4.88,34115,132025,4.76,0.74
SYNOPTICS,SYNOPTICSSMN,79.5,83.2,83.2,3.7,4.65,1200,99840,129.9,51.5
SWANDEF,SWANDEFBEN,773.25,808.0,808.0,34.75,4.49,32,25856,773.25,37.8
