symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
SILGO-RE1,SILGO-RE1BEN,8.28,11.59,11.59,3.31,39.98,229,2654,8.28,3.0
GTECJAINX,GTECJAINXEQN,19.89,22.9,22.9,3.01,15.13,6,137,37.0,18.3
GOCOLORS,GOCOLORSEQN,379.1,426.0,426.0,46.9,12.37,4364,1859064,968.0,373.35
E2ERAIL,E2ERAILSMN,225.65,253.0,253.0,27.35,12.12,800,202400,347.1,224.3
RKDL,RKDLEQN,19.6,21.8,21.8,2.2,11.22,215,4687,34.58,19.11
SAGARDEEP,SAGARDEEPEQN,25.39,28.0,28.0,2.61,10.28,40,1120,36.21,23.55
LEXUS,LEXUSEQN,25.3,27.8,27.8,2.5,9.88,2,55,45.5,24.6
MODTHREAD,MODTHREADEQN,40.16,43.99,43.99,3.83,9.54,1,43,62.0,31.35
TREEHOUSE,TREEHOUSEEQN,7.12,7.76,7.76,0.64,8.99,763,5920,19.0,6.19
ASPINWALL,ASPINWALLEQN,219.5,238.0,238.0,18.5,8.43,5,1190,345.9,209.1
RACLGEAR,RACLGEAREQN,958.8,1035.0,1035.0,76.2,7.95,1240,1283400,1347.8,658.05
WTICAB,WTICABSMN,118.3,127.4,127.4,9.1,7.69,500,63700,204.0,113.6
TTL,TTLEQN,7.34,7.88,7.88,0.54,7.36,140,1103,16.2,7.2
PIONEEREMB,PIONEEREMBEQN,24.36,26.0,26.0,1.64,6.73,2,52,53.69,23.2
VISHWARAJ,VISHWARAJEQN,6.17,6.58,6.58,0.41,6.65,637,4191,15.3,6.01
GOLDTECH,GOLDTECHEQN,42.12,44.9,44.9,2.78,6.6,10,449,80.44,39.97
MFML,MFMLEQN,23.36,24.89,24.89,1.53,6.55,1,24,41.55,20.99
VARDMNPOLY,VARDMNPOLYEQN,6.06,6.44,6.44,0.38,6.27,20026,128967,13.74,5.1
PASHUPATI,PASHUPATIEQN,762.35,810.0,810.0,47.65,6.25,72,58320,860.0,565.5
CLEDUCATE,CLEDUCATEEQN,72.03,76.4,76.4,4.37,6.07,5000,382000,134.9,67.5
NKIND,NKINDEQN,64.62,68.4,68.4,3.78,5.85,21,1436,87.78,53.0
POSITRON,POSITRONSMN,171.9,181.95,181.95,10.05,5.85,300,54585,420.0,163.2
AKI,AKIEQN,6.19,6.55,6.55,0.36,5.82,180,1179,16.05,5.7
AHCL,AHCLEQN,126.84,134.18,134.18,7.34,5.79,4058,544502,172.75,90.78
SUPERSPIN,SUPERSPINEQN,8.0,8.46,8.46,0.46,5.75,24,203,16.1,7.4
AMJLAND,AMJLANDEQN,42.48,44.9,44.9,2.42,5.7,2,89,68.9,41.0
UMESLTD,UMESLTDEQN,4.79,5.06,5.06,0.27,5.64,70,354,7.43,4.16
LANDMARK,LANDMARKEQN,349.45,368.55,368.55,19.1,5.47,11401,4201838,662.8,329.8
SHIVAMILLS,SHIVAMILLSEQN,53.99,56.9,56.9,2.91,5.39,18,1024,98.89,52.2
LAGNAM,LAGNAMEQN,65.5,69.0,69.0,3.5,5.34,1,69,138.1,65.0
VASWANI,VASWANIEQN,52.03,54.8,54.8,2.77,5.32,5,274,69.99,33.3
UNIINFO,UNIINFOEQN,14.71,15.49,15.49,0.78,5.3,32,495,34.14,13.94
BAIDFIN,BAIDFINEQN,11.35,11.95,11.95,0.6,5.29,11079,132394,14.15,9.01
TIGERLOGS,TIGERLOGSEQN,29.18,30.7,30.7,1.52,5.21,421,12924,56.69,28.61
BOHRAIND,BOHRAINDEQN,15.21,16.0,16.0,0.79,5.19,1,16,39.29,14.52
DNAMEDIA,DNAMEDIAEQN,3.33,3.5,3.5,0.17,5.11,1590,5565,6.91,3.07
SETUINFRA,SETUINFRABZN,0.4,0.42,0.42,0.02,5.0,2420,1016,1.12,0.37
KDL,KDLSTN,162.05,170.15,170.15,8.1,5.0,300,51045,564.95,135.2
IL&FSENGG,IL&FSENGGBZN,23.43,24.6,24.6,1.17,4.99,70,1722,45.84,23.33
NIRMAN,NIRMANSMN,53.15,55.8,55.8,2.65,4.99,3000,167400,393.8,46.75
SILVERTUC,SILVERTUCEQN,1451.6,1524.0,1524.0,72.4,4.99,1757,2677668,1690.2,610.0
DCMFINSERV,DCMFINSERVEQN,4.61,4.84,4.84,0.23,4.99,309,1495,9.21,4.01
HYBRIDFIN,HYBRIDFINEQN,19.04,19.98,19.98,0.94,4.94,31,619,33.62,10.05
HMVL,HMVLEQN,70.99,74.5,74.5,3.51,4.94,1,74,103.4,61.76
VIVIMEDLAB,VIVIMEDLABEQN,7.32,7.68,7.68,0.36,4.92,8721,66977,29.4,6.72
