symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
ATLANTAA,ATLANTAAEQN,38.65,44.9,44.9,6.25,16.17,75182,3375671,59.84,27.26
PROZONER,PROZONEREQN,53.47,58.0,58.0,4.53,8.47,128231,7437398,58.94,20.91
RAYMONDREL,RAYMONDRELEQN,573.5,614.0,614.0,40.5,7.06,5001,3070614,1050.0,568.0
NAGREEKCAP,NAGREEKCAPEQN,27.06,28.9,28.9,1.84,6.8,550,15895,43.93,22.57
PIONEEREMB,PIONEEREMBEQN,34.42,36.7,36.7,2.28,6.62,1,36,70.9,33.4
DNAMEDIA,DNAMEDIAEQN,4.53,4.8,4.8,0.27,5.96,1,4,7.17,4.0
INDOUS,INDOUSEQN,132.68,140.0,140.0,7.32,5.52,1,140,388.4,130.0
SURYODAY,SURYODAYEQN,134.98,142.0,142.0,7.02,5.2,12411,1762362,184.89,97.97
SMARTLINK,SMARTLINKEQN,142.66,150.0,150.0,7.34,5.15,1,150,305.05,119.5
SATIPOLY,SATIPOLYSMN,64.05,67.25,67.25,3.2,5.0,1000,67250,268.7,60.15
KAVDEFENCE,KAVDEFENCEBEN,155.12,162.87,162.87,7.75,5.0,36176,5891985,155.12,33.55
SILGO,SILGOBEN,66.48,69.8,69.8,3.32,4.99,501,34969,79.0,26.21
VISASTEEL,VISASTEELEQN,41.07,43.12,43.12,2.05,4.99,2115,91198,45.48,25.46
DIVINEHIRA,DIVINEHIRASMN,97.35,102.2,102.2,4.85,4.98,1600,163520,97.35,43.0
TAKE,TAKEEQN,11.49,12.06,12.06,0.57,4.96,12573,151630,23.69,6.51
SANGINITA,SANGINITAEQN,10.1,10.6,10.6,0.5,4.95,1500,15900,18.5,8.46
LCCINFOTEC,LCCINFOTECEQN,4.73,4.96,4.96,0.23,4.86,109592,543576,11.65,3.64
SHANTI,SHANTIEQN,10.11,10.6,10.6,0.49,4.85,6254,66292,23.87,8.36
GAYAHWS,GAYAHWSBEN,3.94,4.13,4.13,0.19,4.82,41405,171002,3.94,0.74
JPASSOCIAT,JPASSOCIATBEN,2.91,3.05,3.05,0.14,4.81,434380,1324859,9.2,2.56
PRAENG,PRAENGBEN,25.29,26.5,26.5,1.21,4.78,2101,55676,38.5,17.12
COMPINFO,COMPINFOBZN,1.7,1.78,1.78,0.08,4.71,9,16,3.53,1.26
ANIKINDS,ANIKINDSEQN,61.99,64.9,64.9,2.91,4.69,2,129,133.0,61.1
ORCHASP,ORCHASPEQN,2.81,2.94,2.94,0.13,4.63,18199,53505,3.94,2.11
GENCON,GENCONEQN,43.06,45.0,45.0,1.94,4.51,53,2385,53.5,21.96
FLFL,FLFLBZN,1.78,1.86,1.86,0.08,4.49,111,206,2.88,1.17
STEL,STELEQN,412.8,431.0,431.0,18.2,4.41,100,43100,605.25,310.1
CTE,CTEEQN,37.08,38.7,38.7,1.62,4.37,1,38,116.67,34.11
ORTEL,ORTELBZN,1.61,1.68,1.68,0.07,4.35,9,15,2.45,1.36
ONELIFECAP,ONELIFECAPEQN,12.89,13.45,13.45,0.56,4.34,1,13,20.96,9.08
SAMPANN,SAMPANNEQN,28.09,29.27,29.27,1.18,4.2,176,5151,47.88,24.16
