symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
KSHITIJ-RE,KSHITIJ-REBEN,0.05,0.06,0.06,0.01,20.0,576536,34592,0.05,0.02
RHETAN,RHETANEQN,19.12,21.03,21.03,1.91,9.99,392449,8253202,34.87,19.1
NIRAJISPAT,NIRAJISPATEQN,390.6,428.0,428.0,37.4,9.58,10,4280,485.75,155.0
THAKDEV,THAKDEVEQN,142.0,154.4,154.4,12.4,8.73,3,463,163.01,115.1
GEEKAYWIRE,GEEKAYWIREEQN,29.09,31.2,31.2,2.46,8.56,21172,660566,40.63,18.51
SAHLIBHFI,SAHLIBHFIEQN,75.58,82.0,82.0,6.42,8.49,304,24928,86.89,66.6
SURYALA,SURYALAEQN,387.0,419.75,419.75,32.75,8.46,250,104937,508.0,330.3
SHIVAUM,SHIVAUMEQN,448.35,483.9,483.9,35.55,7.93,1,483,474.05,275.0
BESTAGRO,BESTAGROEQN,17.11,18.4,18.4,1.29,7.54,106363,1957079,34.4,12.3
DHARAN,DHARANBZN,0.14,0.15,0.15,0.01,7.14,194491,29173,0.61,0.11
TIJARIA,TIJARIAEQN,6.73,7.21,7.21,0.48,7.13,2103,15162,7.7,3.55
SRIKPRIND,SRIKPRINDEQN,25.35,27.1,27.1,1.75,6.9,8855,239970,25.35,19.4
KEEPLEARN,KEEPLEARNEQN,1.86,1.98,1.98,0.12,6.45,1,1,3.21,1.51
SPCENET,SPCENETEQN,3.09,3.28,3.28,0.19,6.15,100306,329003,11.24,3.0
AKI,AKIEQN,4.57,4.85,4.85,0.28,6.13,7569,36709,10.48,3.8
LOTUSCHO,LOTUSCHOEQN,621.85,659.0,659.0,37.15,5.97,30,19770,660.0,595.9
BIL,BILEQN,885.45,938.0,938.0,52.55,5.93,7,6566,980.0,602.0
PREMEXPLN,PREMEXPLNEQN,663.95,702.5,702.5,38.55,5.81,96988,68134070,829.8,378.4
GUJAPOLLO,GUJAPOLLOEQN,335.65,355.0,355.0,19.35,5.76,50,17750,516.05,300.5
ICDSLTD,ICDSLTDEQN,49.22,52.0,52.0,2.78,5.65,1872,97344,62.32,36.4
ESCONET,ESCONETSMN,217.4,229.0,229.0,11.6,5.34,4000,916000,280.0,91.25
SANWARIA,SANWARIABZN,0.19,0.2,0.2,0.01,5.26,1308,261,0.39,0.18
AEPL,AEPLEQN,15.09,15.87,15.87,0.78,5.17,171,2713,20.25,13.25
BOHRAIND,BOHRAINDEQN,12.69,13.34,13.34,0.65,5.12,50,667,27.21,12.0
ODYCORP,ODYCORPEQN,7.12,7.48,7.48,0.36,5.06,5,37,8.48,5.71
MVKAGRO,MVKAGROSMN,204.2,214.4,214.4,10.2,5.0,6600,1415040,819.0,152.05
MBECL,MBECLBEN,223.65,234.83,234.83,11.18,5.0,230,54010,0.0,0.0
HPTL,HPTLSMN,315.0,330.75,330.75,15.75,5.0,1800,595350,360.0,186.0
EMSLIMITED,EMSLIMITEDEQN,372.4,391.0,391.0,18.6,4.99,14197,5551027,593.85,256.05
SUPTANERY,SUPTANERYBEN,15.44,16.21,16.21,0.77,4.99,188732,3059345,15.44,6.81
RNBDENIMS,RNBDENIMSEQN,10.83,11.37,11.37,0.54,4.99,18226,207229,67.67,7.72
BURNPUR,BURNPUREQN,18.64,19.57,19.57,0.93,4.99,1769,34619,21.39,11.13
SADBHAV,SADBHAVEQN,8.03,8.43,8.43,0.4,4.98,158287,1334359,15.04,6.05
MINALIND,MINALINDBEN,4.63,4.86,4.86,0.23,4.97,3799,18463,4.63,1.71
SOMATEX,SOMATEXEQN,84.14,88.3,88.3,4.16,4.94,800,70640,161.25,62.15
SABAR,SABARSTN,8.25,8.65,8.65,0.4,4.85,5000,43250,9.55,3.95
SHYAMCENT,SHYAMCENTBEN,4.95,5.19,5.19,0.24,4.85,1291,6700,9.75,3.68
DHARIWAL,DHARIWALSMN,21.65,22.7,22.7,1.05,4.85,30000,681000,48.3,15.98
AUROIMPEX,AUROIMPEXSMN,26.0,27.25,27.25,1.25,4.81,1600,43600,53.95,21.25
JHS,JHSEQN,7.91,8.29,8.29,0.38,4.8,500,4145,13.9,6.26
SICALLOG,SICALLOGBEN,98.77,103.5,103.5,4.73,4.79,1763,182470,122.5,60.11
AKSHARCHEM,AKSHARCHEMBEN,384.65,403.0,403.0,18.35,4.77,3326,1340378,384.65,141.3
MPEL,MPELSTN,24.7,25.85,25.85,1.15,4.66,1600,41360,93.84,20.18
DICIND,DICINDEQN,553.6,579.0,579.0,25.4,4.59,5,2895,630.95,450.5
SONUINFRA,SONUINFRASTN,38.45,40.2,40.2,1.75,4.55,1500,60300,114.8,33.3
GANGAFORGE,GANGAFORGEEQN,1.77,1.85,1.85,0.08,4.52,147644,273141,3.29,1.53
ALKALI,ALKALIBEN,67.41,70.45,70.45,3.04,4.51,10,704,107.38,46.8
EKI,EKIEQN,73.69,76.99,76.99,3.3,4.48,1,76,82.5,71.5
RBZJEWEL,RBZJEWELEQN,169.0,176.4,176.4,7.4,4.38,10411,1836500,179.0,100.0
REGENCERAM,REGENCERAMEQN,34.49,36.0,36.0,1.51,4.38,1,36,54.99,30.0
ANSALBU,ANSALBUEQN,78.57,82.0,82.0,3.43,4.37,13,1066,92.4,70.64
VIRTUALG,VIRTUALGEQN,0.46,0.48,0.48,0.02,4.35,12844,6165,0.6,0.4
TBZ,TBZEQN,366.8,380.0,380.0,15.7,4.31,177007,67262660,366.8,110.5
VIRAT,VIRATEQN,441.65,460.0,460.0,18.35,4.15,3,1380,494.4,268.05
RVHL,RVHLEQN,39.24,40.79,40.79,1.55,3.95,120,4894,71.36,28.5
SETUINFRA,SETUINFRABZN,0.51,0.53,0.53,0.02,3.92,10000,5300,0.78,0.37
DUCON,DUCONEQN,2.07,2.15,2.15,0.08,3.86,20081,43174,4.57,1.57
PAR,PAREQN,140.6,146.0,146.0,5.4,3.84,6453,942138,140.82,78.05
PRISMX,PRISMXEQN,0.53,0.55,0.55,0.02,3.77,11000,6050,0.58,0.47
HAMPTON,HAMPTONEQN,8.03,8.33,8.33,0.3,3.74,57,474,9.24,7.01
FRESHARA,FRESHARASTN,456.95,474.0,474.0,17.05,3.73,600,284400,464.0,130.0
DISAQ,DISAQEQN,11724.0,12160.0,12160.0,436.0,3.72,3,36480,12864.0,10851.0
VIVOBIOT,VIVOBIOTEQN,18.3,18.98,18.98,0.68,3.72,10,189,20.94,17.51
BHAGERIA,BHAGERIABEN,263.2,273.0,273.0,9.8,3.72,127821,34895133,263.2,127.51
PNC,PNCEQN,16.89,17.5,17.5,0.61,3.61,550,9625,40.64,16.0
TPHQ,TPHQBEN,0.57,0.59,0.59,0.02,3.51,3500,2065,0.86,0.4
ASSAMENT,ASSAMENTEQN,800.0,828.0,828.0,28.0,3.5,1,828,857.75,705.0
PRESSTONIC,PRESSTONICSMN,33.0,34.15,34.15,1.15,3.48,800,27320,75.42,24.0
CALSOFT,CALSOFTEQN,39.13,40.49,40.49,1.36,3.48,79869,3233895,39.13,10.9
LAL,LALEQN,8.97,9.28,9.28,0.31,3.46,10,92,12.77,5.56
SITINET,SITINETBZN,0.29,0.3,0.3,0.01,3.45,6069,1820,0.51,0.27
BYKE,BYKEBEN,31.87,32.97,32.97,1.1,3.45,9,296,76.73,26.25
SHRENIK,SHRENIKBZN,0.29,0.3,0.3,0.01,3.45,2330,699,0.65,0.27
GSMFOILS,GSMFOILSSMN,129.6,134.0,134.0,4.4,3.4,194500,26063000,293.85,79.7
DRCSYSTEMS,DRCSYSTEMSEQN,13.76,14.22,14.22,0.46,3.34,23,327,23.68,11.5
ONIXSOLAR,ONIXSOLAREQN,348.35,360.0,360.0,11.65,3.34,15109,5439240,393.95,262.45
CFEL,CFELEQN,30.88,31.9,31.9,1.02,3.3,550,17545,35.2,24.36
TOYAMSL,TOYAMSLEQN,0.62,0.64,0.64,0.02,3.23,12027,7697,0.69,0.61
MANUGRAPH,MANUGRAPHBEN,14.54,14.99,14.99,0.45,3.09,12,179,24.0,9.65
LANCER,LANCEREQN,12.61,13.0,13.0,0.39,3.09,12163,158119,13.8,10.1
UEL,UELEQN,208.72,214.99,214.99,6.27,3.0,7378,1586196,284.2,92.32
JINDALPOLY,JINDALPOLYEQN,694.45,714.95,714.95,20.5,2.95,2389,1708015,1026.45,365.0
CENTENKA,CENTENKAEQN,544.1,560.0,560.0,15.9,2.92,2330,1304800,671.65,371.2
INDORAMA,INDORAMAEQN,68.01,69.99,69.99,1.98,2.91,11105,777238,75.0,29.0
SECURKLOUD,SECURKLOUDEQN,17.33,17.83,17.83,0.5,2.89,1,17,34.18,16.01
RAJESHEXPO,RAJESHEXPOBZN,75.71,77.9,77.9,2.19,2.89,3793,295474,237.88,72.63
COMPUSOFT,COMPUSOFTEQN,13.48,13.61,13.61,0.38,2.87,1021,13895,20.75,12.0
MANOMAY,MANOMAYEQN,223.64,230.0,230.0,6.36,2.84,5000,1150000,259.88,160.25
SAKAR,SAKAREQN,965.75,993.0,993.0,27.25,2.82,3716,3689988,999.0,321.05
SVLL,SVLLBEN,815.1,838.0,838.0,22.9,2.81,1,838,897.45,445.15
BIRLACABLE,BIRLACABLEBEN,325.35,334.4,334.4,9.05,2.78,17636,5897478,325.35,104.0
TREL,TRELEQN,27.15,27.9,27.9,0.75,2.76,41,1143,34.05,21.47
BILVYAPAR,BILVYAPARBEN,3.99,4.1,4.1,0.11,2.76,100,410,14.7,3.8
SVPGLOB,SVPGLOBEQN,3.69,3.79,3.79,0.1,2.71,45,170,6.89,2.18
IL&FSTRANS,IL&FSTRANSBZN,2.23,2.29,2.29,0.06,2.69,857,1962,3.34,1.75
IRMENERGY,IRMENERGYEQN,280.4,287.9,287.9,7.5,2.67,982,282717,393.0,165.4
VINEETLAB,VINEETLABEQN,37.95,38.95,38.95,1.0,2.64,501,19513,43.5,26.89
ALUFLUOR,ALUFLUOREQN,496.9,509.9,509.9,13.0,2.62,48,24475,504.0,421.0
IZMO,IZMOEQN,916.3,940.0,940.0,23.7,2.59,8699,8177060,1374.7,562.0
ELANTAS,ELANTASEQN,11297.0,11590.0,11590.0,293.0,2.59,7,81130,13200.0,8900.0
ANTELOPUS,ANTELOPUSEQN,792.65,813.0,813.0,20.35,2.57,2469,2007297,933.65,357.0
FLFL,FLFLBZN,1.19,1.22,1.22,0.03,2.52,127,154,1.99,1.1
DOLPHIN,DOLPHINEQN,583.3,598.0,598.0,14.7,2.52,305,182390,669.95,322.0
SUMEDHA,SUMEDHAEQN,39.5,40.49,40.49,0.99,2.51,12,485,47.0,36.6
AFFORDABLE,AFFORDABLEEQN,157.07,160.99,160.99,3.92,2.5,3,482,297.0,119.71
TEJA,TEJASMN,234.05,239.9,239.9,5.85,2.5,600,143940,775.0,209.8
SIEL,SIELEQN,32.5,33.31,33.31,0.81,2.49,30,999,44.54,30.0
ITL,ITLEQN,363.95,373.0,373.0,9.05,2.49,5,1865,377.0,311.1
HCL-INSYS,HCL-INSYSEQN,10.46,10.72,10.72,0.26,2.49,201,2154,16.5,9.01
FISCHER,FISCHEREQN,36.77,37.67,37.67,0.9,2.45,4403,165861,124.7,31.05
AKSHAR,AKSHAREQN,0.41,0.42,0.42,0.01,2.44,6649,2792,0.76,0.36
GVPTECH,GVPTECHEQN,8.23,8.43,8.43,0.2,2.43,744,6271,11.19,5.22
SHIVAMAUTO,SHIVAMAUTOEQN,17.94,18.37,18.37,0.43,2.4,216,3967,35.79,13.05
DHATRE,DHATREEQN,4.35,4.45,4.45,0.1,2.3,10,44,5.02,3.67
NATIONSTD,NATIONSTDEQN,105.31,107.7,107.7,2.39,2.27,36,3877,1519.95,98.27
MADHAVIPL,MADHAVIPLEQN,8.04,8.22,8.22,0.18,2.24,324,2663,9.9,6.95
MANGLMCEM,MANGLMCEMEQN,1084.0,1108.2,1108.2,24.2,2.23,1329,1472797,1114.0,679.35
ABMKNO,ABMKNOEQN,186.74,190.91,190.91,4.17,2.23,2,381,254.9,182.01
PRAENG,PRAENGEQN,24.44,24.98,24.98,0.54,2.21,10580,264288,33.88,17.0
CORDSCABLE,CORDSCABLEEQN,312.95,319.85,319.85,6.9,2.2,3867,1236859,316.0,127.01
INVENTURE,INVENTUREEQN,0.92,0.94,0.94,0.02,2.17,6875,6462,1.72,0.72
BEACON,BEACONSMN,85.15,87.0,87.0,1.85,2.17,1000,87000,124.8,50.0
TARAPUR,TARAPUREQN,13.36,13.65,13.65,0.29,2.17,11,150,39.99,12.21
