symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
JAYBARMARU,JAYBARMARUEQN,86.06,97.0,97.0,10.94,12.71,191865,18610905,115.89,66.39
KDDL,KDDLEQN,2178.5,2450.4,2450.4,271.9,12.48,2227,5457040,3079.8,1990.0
HBESD,HBESDEQN,73.11,81.99,81.99,8.88,12.15,1,81,95.9,61.05
NATIONSTD,NATIONSTDEQN,1175.0,1288.9,1288.9,113.9,9.69,20,25778,1519.95,1000.1
SVLL,SVLLEQN,568.7,620.0,620.0,51.3,9.02,80,49600,855.7,445.15
SELMC,SELMCEQN,29.19,31.77,31.77,2.58,8.84,100,3177,45.7,26.33
LAMOSAIC,LAMOSAICSMN,27.95,30.3,30.3,2.35,8.41,3600,109080,47.85,20.45
NEOGEN,NEOGENEQN,1580.1,1690.2,1690.2,110.1,6.97,4531,7658296,1883.0,966.7
MANUGRAPH,MANUGRAPHEQN,13.48,14.4,14.4,0.92,6.82,3563,51307,25.3,9.65
ALKALI,ALKALIEQN,64.68,69.0,69.0,4.32,6.68,6,414,117.79,46.8
BATLIBOI,BATLIBOIEQN,79.21,84.5,84.5,5.29,6.68,10,845,88.95,77.0
UNIENTER,UNIENTEREQN,104.82,111.7,111.7,6.88,6.56,6,670,168.5,87.51
RKSWAMY,RKSWAMYEQN,92.17,98.0,98.0,5.83,6.33,4952,485296,224.9,67.15
INVPRECQ,INVPRECQEQN,601.95,640.0,640.0,38.05,6.32,15,9600,710.0,551.0
KHANDSE,KHANDSEEQN,17.22,18.3,18.3,1.08,6.27,40,732,29.0,12.2
GATECHDVR,GATECHDVREQN,0.5,0.53,0.53,0.03,6.0,301869,159990,1.11,0.36
TNTELE,TNTELEEQN,9.11,9.6,9.6,0.49,5.38,500,4800,26.0,7.81
OMPOWER,OMPOWEREQN,190.08,199.99,199.99,9.91,5.21,24246,4848957,206.0,175.5
AVROIND,AVROINDEQN,10.12,10.64,10.64,0.52,5.14,926,9852,20.2,10.01
AHLWEST,AHLWESTBEN,649.15,681.6,681.6,32.45,5.0,105,71568,649.15,137.0
VIVIDEL,VIVIDELSTN,945.75,993.0,993.0,47.25,5.0,2160,2144880,950.0,556.0
INSPIRISYS,INSPIRISYSEQN,119.79,125.77,125.77,5.98,4.99,1471,185007,119.79,69.92
TERASOFT,TERASOFTEQN,317.8,333.65,333.65,15.85,4.99,1028,342992,598.0,252.4
RFBL,RFBLSTN,55.1,57.85,57.85,2.75,4.99,144000,8330400,0.0,0.0
TIRUPATIFL,TIRUPATIFLBEN,43.17,45.32,45.32,2.15,4.98,91874,4163729,52.0,30.11
TAKE,TAKEBEN,25.53,26.8,26.8,1.27,4.97,99615,2669682,50.14,8.33
JAYBEE,JAYBEESTN,88.45,92.85,92.85,4.4,4.97,17000,1578450,295.0,70.0
SHERA,SHERASTN,169.5,177.9,177.9,8.4,4.96,1000,177900,183.15,94.95
KPL,KPLEQN,2000.7,2099.9,2099.9,99.2,4.96,4472,9390752,2048.0,1561.0
SAPPL,SAPPLEQN,302.95,317.95,317.95,15.0,4.95,1,317,330.0,261.0
DURLAX,DURLAXSTN,56.8,59.6,59.6,2.8,4.93,38000,2264800,56.8,28.03
CHEMCON,CHEMCONEQN,179.32,188.0,188.0,8.68,4.84,19482,3662616,295.0,125.0
TREEHOUSE,TREEHOUSEEQN,7.14,7.48,7.48,0.34,4.76,3,22,11.0,6.19
IMPEXFERRO,IMPEXFERROBZN,1.69,1.77,1.77,0.08,4.73,25000,44250,2.42,1.3
ZYDUSLIFE,ZYDUSLIFEEQN,1018.9,1066.15,1066.15,47.25,4.64,96020,102371723,1059.05,835.5
HMVL,HMVLEQN,63.47,66.4,66.4,2.93,4.62,1,66,103.4,55.2
ONELIFECAP,ONELIFECAPEQN,21.7,22.7,22.7,1.0,4.61,384,8716,21.94,9.9
KAMOPAINTS,KAMOPAINTSEQN,5.22,5.45,5.45,0.23,4.41,112,610,12.46,3.6
FILATFASH,FILATFASHBEN,0.23,0.24,0.24,0.01,4.35,220480,52915,0.74,0.14
NOIDATOLL,NOIDATOLLEQN,5.13,5.35,5.35,0.22,4.29,104925,561348,5.63,2.87
DIGIDRIVE,DIGIDRIVEEQN,21.48,22.4,22.4,0.92,4.28,50,1120,36.85,16.1
LASA,LASAEQN,7.98,8.32,8.32,0.34,4.26,103,856,19.0,5.67
PALREDTEC,PALREDTECBEN,39.37,41.0,41.0,1.63,4.14,100,4100,73.6,27.45
MCLEODRUSS,MCLEODRUSSBEN,69.05,71.9,71.9,2.85,4.13,585837,42121680,69.05,28.5
HINDCON,HINDCONBEN,23.07,24.0,24.0,0.93,4.03,22,528,40.24,15.66
AUTOAXLES,AUTOAXLESEQN,1692.5,1760.0,1760.0,67.5,3.99,777,1367520,2115.0,1540.2
SHANTI,SHANTIEQN,6.55,6.8,6.8,0.25,3.82,28,190,23.87,4.7
E2E,E2EEQN,3175.6,3295.7,3295.7,120.1,3.78,4183,13785913,3894.7,1833.6
AGROPHOS,AGROPHOSEQN,29.68,30.8,30.8,1.12,3.77,70,2156,47.6,23.9
SEJALLTD,SEJALLTDBEN,771.4,799.95,799.95,28.55,3.7,1,799,1036.7,381.0
WELSPLSOL,WELSPLSOLEQN,40.93,42.44,42.44,1.51,3.69,1051,44604,47.2,36.0
MAYURUNIQ,MAYURUNIQEQN,619.4,642.1,642.1,22.7,3.66,17854,11464053,648.0,471.2
LAKPRE,LAKPREBZN,6.32,6.55,6.55,0.23,3.64,100,655,7.64,4.51
SHEMAROO,SHEMAROOEQN,94.6,98.0,98.0,3.4,3.59,1,98,161.0,73.0
RUSHIL,RUSHILEQN,15.43,15.98,15.98,0.55,3.56,36,575,33.99,12.49
SHRIKRISH,SHRIKRISHEQN,45.36,46.96,46.96,1.6,3.53,5,234,56.0,35.0
DREDGECORP,DREDGECORPEQN,1004.7,1040.0,1040.0,35.3,3.51,45761,47591440,1245.0,538.0
BLS,BLSEQN,262.0,271.0,271.0,9.0,3.44,56135,15212585,422.0,218.9
VENUSREM,VENUSREMEQN,1005.2,1039.0,1039.0,33.8,3.36,1972,2048908,1088.8,314.55
GPIL,GPILEQN,290.55,299.95,299.95,9.4,3.24,150555,45158972,312.75,175.37
USK,USKEQN,21.79,22.49,22.49,0.7,3.21,25,562,44.28,18.97
VIPULLTD,VIPULLTDEQN,9.11,9.4,9.4,0.29,3.18,50,470,13.69,7.38
AYMSYNTEX,AYMSYNTEXEQN,227.83,234.98,234.98,7.15,3.14,100,23498,279.33,141.53
NAGAFERT,NAGAFERTBZN,3.82,3.94,3.94,0.12,3.14,282,1111,6.54,3.12
SUPREMEENG,SUPREMEENGBZN,0.96,0.99,0.99,0.03,3.13,12,11,2.44,0.68
KTKBANK,KTKBANKEQN,247.75,255.4,255.4,7.65,3.09,233521,59641263,275.3,169.12
SVPGLOB,SVPGLOBBEN,3.88,4.0,4.0,0.12,3.09,75,300,6.89,2.18
NITIRAJ,NITIRAJEQN,201.91,208.0,208.0,6.09,3.02,1,208,270.0,169.99
PASHUPATI,PASHUPATIEQN,96.59,99.51,99.51,2.92,3.02,994,98912,118.35,59.6
ZEEMEDIA,ZEEMEDIAEQN,8.05,8.29,8.29,0.24,2.98,52487,435117,16.46,6.65
ASHIMASYN,ASHIMASYNEQN,16.22,16.7,16.7,0.48,2.96,2,33,35.8,11.5
CAPINVIT,CAPINVITIVN,69.99,72.0,72.0,2.01,2.87,4223,304056,94.48,67.0
REMSONSIND,REMSONSINDEQN,99.14,101.99,101.99,2.85,2.87,3,305,157.0,77.15
ORIENTBELL,ORIENTBELLEQN,350.0,360.0,360.0,10.0,2.86,745,268200,363.5,230.02
DEVX,DEVXEQN,40.85,42.0,42.0,1.15,2.82,8037,337554,64.05,29.95
VCL,VCLEQN,1.43,1.47,1.47,0.04,2.8,34,49,2.66,0.74
ANANTAM,ANANTAMIVN,107.05,110.0,110.0,2.95,2.76,1052,115720,117.0,100.1
KRIDHANINF,KRIDHANINFEQN,2.91,2.99,2.99,0.08,2.75,681,2036,5.39,1.81
HCL-INSYS,HCL-INSYSEQN,11.67,11.99,11.99,0.32,2.74,1130,13548,24.5,9.01
AQYLON,AQYLONEQN,57.44,59.0,59.0,1.56,2.72,532,31388,224.7,39.26
IRIS,IRISEQN,226.49,232.6,232.6,6.11,2.7,100,23260,426.95,203.0
SHRENIK,SHRENIKBZN,0.37,0.38,0.38,0.01,2.7,2050,779,0.68,0.36
JINDALPOLY,JINDALPOLYEQN,701.05,719.85,719.85,18.8,2.68,201,144689,1026.45,365.0
ANTELOPUS,ANTELOPUSEQN,750.3,770.0,770.0,19.7,2.63,1052,810040,789.9,357.0
SHADOWFAX,SHADOWFAXEQN,189.45,194.4,194.4,4.95,2.61,56843,11050279,197.63,98.55
BEDMUTHA,BEDMUTHAEQN,107.28,110.0,110.0,2.72,2.54,15,1650,186.66,94.55
SURYALAXMI,SURYALAXMIEQN,60.48,62.0,62.0,1.52,2.51,2,124,82.4,43.0
GANGAFORGE,GANGAFORGEEQN,2.42,2.48,2.48,0.06,2.48,33,81,5.22,2.25
DCMSRIND,DCMSRINDEQN,41.96,43.0,43.0,1.04,2.48,775,33325,189.06,31.9
AAKASH,AAKASHBEN,8.91,9.13,9.13,0.22,2.47,208,1899,13.79,7.06
GUJTHEM,GUJTHEMEQN,356.25,365.0,365.0,8.75,2.46,3111,1135515,479.0,225.05
DJML,DJMLEQN,95.45,97.75,97.75,2.3,2.41,1,97,126.96,52.0
AMBALALSA,AMBALALSAEQN,31.26,32.0,32.0,0.74,2.37,500,16000,36.45,30.3
DNAMEDIA,DNAMEDIAEQN,2.99,3.06,3.06,0.07,2.34,14,42,5.95,2.33
SINGERIND,SINGERINDEQN,66.25,67.8,67.8,1.55,2.34,112,7593,80.0,57.15
FOCUS,FOCUSEQN,85.31,87.3,87.3,1.99,2.33,83,7245,126.15,57.06
HINDCOMPOS,HINDCOMPOSEQN,405.55,415.0,415.0,9.45,2.33,7,2905,550.0,347.1
KRITI,KRITIBEN,69.39,71.0,71.0,1.61,2.32,10,710,177.51,53.0
RRIL,RRILEQN,20.72,21.2,21.2,0.48,2.32,23,487,21.3,15.25
KECL,KECLBEN,108.45,110.95,110.95,2.5,2.31,600,66570,151.92,75.47
KIRLOSIND,KIRLOSINDEQN,3440.8,3520.0,3520.0,79.2,2.3,1357,4776640,4726.0,2463.0
RAJESHEXPO,RAJESHEXPOBZN,108.4,110.88,110.88,2.48,2.29,608,67415,237.88,80.38
MITTAL,MITTALEQN,0.88,0.9,0.9,0.02,2.27,1280,1152,1.83,0.7
KRONOX,KRONOXEQN,132.03,135.0,135.0,2.97,2.25,302,40770,207.49,96.0
VIYASH,VIYASHEQN,228.73,233.88,233.88,5.15,2.25,52475,12272853,257.85,166.0
IZMO,IZMOEQN,666.0,681.0,681.0,15.0,2.25,2509,1708629,1374.7,295.0
GENCON,GENCONEQN,38.83,39.7,39.7,0.87,2.24,1210,48037,59.96,35.96
ASIANENE,ASIANENEEQN,320.0,327.15,327.15,7.15,2.23,51635,16892390,391.65,230.0
UGARSUGAR,UGARSUGAREQN,42.07,43.0,43.0,0.93,2.21,9,387,52.5,33.75
VLSFINANCE,VLSFINANCEEQN,231.54,236.65,236.65,5.11,2.21,5,1183,339.0,198.81
SHAREINDIA,SHAREINDIAEQN,146.79,150.0,150.0,3.21,2.19,54861,8229150,211.0,115.36
RAJSREESUG,RAJSREESUGEQN,32.98,33.7,33.7,0.72,2.18,468,15771,52.98,24.65
GFLLIMITED,GFLLIMITEDEQN,45.28,46.26,46.26,0.98,2.16,56,2590,81.0,37.25
MAZDA,MAZDAEQN,193.25,197.4,197.4,4.15,2.15,112,22108,337.77,159.2
EXXARO,EXXAROEQN,6.57,6.71,6.71,0.14,2.13,84,563,10.95,6.0
STEL,STELEQN,438.7,448.0,448.0,9.3,2.12,1,448,633.3,380.0
TUNWAL,TUNWALSMN,33.1,33.8,33.8,0.7,2.11,4000,135200,49.8,27.05
PAR,PAREQN,85.5,87.3,87.3,1.8,2.11,58,5063,122.43,78.05
BCG,BCGEQN,9.54,9.74,9.74,0.2,2.1,141234,1375619,22.0,7.97
NDLVENTURE,NDLVENTUREEQN,121.65,124.2,124.2,2.55,2.1,2500,310500,140.0,57.5
BANSWRAS,BANSWRASEQN,120.47,122.99,122.99,2.52,2.09,303,37265,165.49,93.73
LYKALABS,LYKALABSEQN,59.74,60.99,60.99,1.25,2.09,11,670,128.78,44.1
MEDICAMEQ,MEDICAMEQEQN,269.2,274.7,274.7,5.5,2.04,24,6592,455.95,216.95
INDUSINVIT,INDUSINVITIVN,123.4,125.9,125.9,2.5,2.03,14,1762,132.99,106.0
VLEGOV,VLEGOVBEN,13.77,14.05,14.05,0.28,2.03,15,210,65.04,8.42
KRITIKA,KRITIKAEQN,5.95,6.07,6.07,0.12,2.02,2167,13153,11.1,4.5
PURPLEUTED,PURPLEUTEDSMN,353.9,361.0,361.0,7.1,2.01,500,180500,587.95,239.0
