symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
PPSL,PPSLSMN,13.65,15.35,15.35,1.7,12.45,6000,92100,45.6,11.55
VR,VRSMN,185.0,205.0,205.0,20.0,10.81,400,82000,345.0,164.0
SPECTRUM,SPECTRUMEQN,1315.9,1447.9,1447.9,132.0,10.03,1,1447,2400.0,1256.2
SELMC,SELMCEQN,35.77,39.34,39.34,3.57,9.98,10937,430261,54.91,25.5
GUJRAFFIA,GUJRAFFIAEQN,64.62,70.48,70.48,5.86,9.07,16254,1145581,105.88,34.87
DCBBANK,DCBBANKEQN,129.03,140.0,140.0,10.97,8.5,242980,34017200,150.79,101.41
BHARATRAS,BHARATRASEQN,9820.5,10625.0,10625.0,804.5,8.19,304,3230000,12300.0,8798.5
PRITI,PRITIEQN,77.73,84.0,84.0,6.27,8.07,13765,1156260,185.99,63.4
MONEYBOXX,MONEYBOXXEQN,169.5,183.0,183.0,13.5,7.96,1,183,175.0,155.5
ORIANA,ORIANASMN,2659.65,2866.0,2866.0,206.35,7.76,7275,20850150,3054.2,1000.0
KICL,KICLEQN,5365.1,5737.0,5737.0,371.9,6.93,1178,6758186,8231.45,3470.0
TGBHOTELS,TGBHOTELSEQN,11.54,12.34,12.34,0.8,6.93,3,37,16.58,9.05
SUVIDHAA,SUVIDHAAEQN,3.98,4.25,4.25,0.27,6.78,12127,51539,7.87,3.4
CREATIVEYE,CREATIVEYEEQN,7.73,8.25,8.25,0.52,6.73,6,49,12.19,5.27
SSEGL,SSEGLSMN,467.8,499.0,499.0,31.2,6.67,6400,3193600,570.0,312.0
SIKKO,SIKKOEQN,96.59,103.0,103.0,6.41,6.64,4783,492649,118.93,60.65
DBEIL,DBEILEQN,150.25,159.95,159.95,9.7,6.46,2520,403074,214.0,128.5
KEEPLEARN,KEEPLEARNEQN,2.87,3.04,3.04,0.17,5.92,399,1212,5.92,2.46
JINDALPHOT,JINDALPHOTEQN,1379.6,1454.9,1454.9,75.3,5.46,20,29098,1584.8,536.0
DEVIT,DEVITEQN,38.1,40.1,40.1,2.0,5.25,3486,139788,76.4,37.5
CPEDU,CPEDUEQN,265.4,279.0,279.0,13.6,5.12,649,181071,320.11,217.61
GOENKA,GOENKABZN,1.2,1.26,1.26,0.06,5.0,12302,15500,1.29,0.76
MCLEODRUSS,MCLEODRUSSBEN,58.0,60.9,60.9,2.9,5.0,9832,598768,58.0,26.28
FLFL,FLFLBZN,1.4,1.47,1.47,0.07,5.0,1000,1470,2.52,1.17
SWANDEF,SWANDEFBEN,668.0,701.4,701.4,33.4,5.0,450,315630,668.0,37.8
SALSTEEL,SALSTEELBEN,30.8,32.34,32.34,1.54,5.0,5218,168750,36.5,14.37
FLEXITUFF,FLEXITUFFEQN,20.6,21.63,21.63,1.03,5.0,1,21,74.19,17.34
LGHL,LGHLEQN,318.75,334.65,334.65,15.9,4.99,456,152600,399.58,114.17
SEJALLTD,SEJALLTDEQN,773.95,812.6,812.6,38.65,4.99,112,91011,852.3,313.5
RELIABLE,RELIABLEBEN,129.99,136.48,136.48,6.49,4.99,15893,2169076,163.91,63.15
EASTSILK,EASTSILKBEN,60.52,63.54,63.54,3.02,4.99,52,3304,60.52,24.0
MEGASOFT,MEGASOFTEQN,145.58,152.85,152.85,7.27,4.99,10364,1584137,174.0,49.06
MCON,MCONSMN,63.5,66.65,66.65,3.15,4.96,1000,66650,229.9,53.4
TAKE,TAKEBEN,20.55,21.57,21.57,1.02,4.96,40527,874167,20.55,6.51
DIVYADHAN,DIVYADHANSMN,38.4,40.3,40.3,1.9,4.95,2000,80600,88.0,34.5
ZENITHSTL,ZENITHSTLBEN,8.94,9.38,9.38,0.44,4.92,84611,793651,10.11,5.65
KDL,KDLSMN,159.65,167.5,167.5,7.85,4.92,1800,301500,782.3,140.25
ASTRON,ASTRONEQN,10.47,10.98,10.98,0.51,4.87,3,32,25.0,10.11
ORTEL,ORTELBZN,1.86,1.95,1.95,0.09,4.84,1050,2047,2.45,1.36
TNTELE,TNTELEEQN,13.46,14.11,14.11,0.65,4.83,7721,108943,26.0,7.94
NURECA,NURECAEQN,289.22,303.0,303.0,13.78,4.76,11173,3385419,447.5,203.62
BHAGERIA,BHAGERIAEQN,172.78,181.0,181.0,8.22,4.76,10109,1829729,231.0,132.0
BGRENERGY,BGRENERGYBEN,403.8,423.0,423.0,19.2,4.75,57167,24181641,403.8,34.5
CPCAP,CPCAPEQN,110.0,115.21,115.21,5.21,4.74,1855,213714,534.95,108.54
VIJAYPD,VIJAYPDSTN,47.5,49.75,49.75,2.25,4.74,8000,398000,47.75,35.0
LORDSCHLO,LORDSCHLOBEN,214.52,224.5,224.5,9.98,4.65,799,179375,241.99,121.1
TAC,TACSTN,788.7,825.0,825.0,36.3,4.6,12000,9900000,848.5,336.68
FSC,FSCBZN,2.18,2.28,2.28,0.1,4.59,3002,6844,2.97,1.55
PRABHA,PRABHAEQN,208.51,217.9,217.9,9.39,4.5,10,2179,315.9,155.04
HGM,HGMBEN,73.68,76.99,76.99,3.31,4.49,260,20017,87.4,41.5
KARMAENG,KARMAENGBEN,58.39,61.0,61.0,2.61,4.47,2,122,86.93,44.91
HPIL,HPILEQN,133.09,138.95,138.95,5.86,4.4,2890,401565,193.0,110.4
PRATHAM,PRATHAMSMN,153.3,160.05,160.05,6.75,4.4,400,64020,262.35,133.0
VASWANI,VASWANIEQN,59.14,61.7,61.7,2.56,4.33,10355,638903,66.84,33.3
URAVIDEF,URAVIDEFEQN,238.67,249.0,249.0,10.33,4.33,3,747,584.0,212.65
AARTECH,AARTECHEQN,57.45,59.89,59.89,2.44,4.25,9791,586382,105.39,49.75
GOYALALUM,GOYALALUMEQN,6.88,7.17,7.17,0.29,4.22,3129,22434,11.8,6.75
NDLVENTURE,NDLVENTUREBEN,82.56,86.0,86.0,3.44,4.17,156,13416,127.7,48.94
ROSSELLIND,ROSSELLINDEQN,62.12,64.65,64.65,2.53,4.07,301,19459,100.8,53.3
SAMPANN,SAMPANNEQN,32.43,33.75,33.75,1.32,4.07,1476,49815,47.88,24.16
SOMICONVEY,SOMICONVEYEQN,144.63,150.45,150.45,5.82,4.02,1,150,227.9,125.15
OCCLLTD,OCCLLTDEQN,123.96,128.8,128.8,4.84,3.9,4,515,159.42,63.63
HBSL,HBSLEQN,79.8,82.9,82.9,3.1,3.88,1,82,145.87,70.0
SOBHA,SOBHAEQN,1525.8,1585.0,1585.0,59.2,3.88,7107,11264595,1825.0,1075.3
NATHBIOGEN,NATHBIOGENEQN,167.1,173.45,173.45,6.35,3.8,1,173,238.69,137.55
JAYNECOIND,JAYNECOINDEQN,67.92,70.5,70.5,2.58,3.8,254894,17970027,75.8,28.0
SAMBHAAV,SAMBHAAVEQN,7.12,7.38,7.38,0.26,3.65,3123,23047,9.45,4.86
