symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
EMBDL,EMBDLEQN,58.3,69.96,69.96,11.66,20.0,937659,65598623,128.0,39.46
APCOTEXIND,APCOTEXINDEQN,426.15,489.95,489.95,63.8,14.97,27909,13674014,444.0,299.2
APEXECO,APEXECOSMN,141.6,160.0,160.0,18.4,12.99,18400,2944000,165.6,93.05
EUROTEXIND,EUROTEXINDEQN,16.86,18.54,18.54,1.68,9.96,340,6303,23.58,11.83
MMWL,MMWLEQN,14.86,16.21,16.21,1.35,9.08,61389,995115,14.86,9.02
ESSENTIA,ESSENTIAEQN,1.45,1.58,1.58,0.13,8.97,596566,942574,2.56,1.01
CALSOFT,CALSOFTEQN,20.83,22.69,22.69,1.86,8.93,87522,1985874,21.42,9.96
RSYSTEMS,RSYSTEMSEQN,288.45,311.55,311.55,23.1,8.01,61115,19040378,496.9,229.25
BIMETAL,BIMETALEQN,575.6,621.0,621.0,45.4,7.89,1,621,632.3,562.55
OMAXAUTO,OMAXAUTOEQN,206.05,221.99,221.99,15.94,7.74,209486,46503797,206.05,80.03
KANSAINER,KANSAINEREQN,201.43,215.0,215.0,13.57,6.74,59415,12774225,267.5,157.91
BNAGROCHEM,BNAGROCHEMEQN,286.49,305.0,305.0,18.51,6.46,1075,327875,289.23,224.0
EFCIL,EFCILEQN,190.83,199.83,199.83,11.94,6.35,19518,3900281,350.0,173.13
UEL,UELEQN,159.85,169.75,169.75,9.9,6.19,500,84875,220.0,83.55
SGFIN,SGFINEQN,591.45,628.0,628.0,36.55,6.18,16298,10235144,600.5,323.0
AVALON,AVALONEQN,1150.8,1219.0,1219.0,68.2,5.93,11362,13850278,1318.0,774.0
NAHARCAP,NAHARCAPEQN,268.65,284.5,284.5,15.85,5.9,20,5690,376.65,191.0
CYBERMEDIA,CYBERMEDIAEQN,16.09,17.0,17.0,0.91,5.66,7741,131597,22.81,11.3
APRAMEYA,APRAMEYASMN,221.5,234.0,234.0,12.5,5.64,500,117000,360.0,117.0
MARALOVER,MARALOVEREQN,45.08,47.6,47.6,2.52,5.59,2,95,82.15,34.11
BESTAGRO,BESTAGROEQN,18.41,19.4,19.4,0.99,5.38,88299,1713000,35.58,12.3
BLACKROSE,BLACKROSEEQN,87.39,91.98,91.98,4.59,5.25,202,18579,87.5,80.05
SHYAMCENT,SHYAMCENTEQN,5.93,6.24,6.24,0.31,5.23,26,162,10.42,3.68
GLOBAL,GLOBALEQN,113.9,119.85,119.85,5.95,5.22,5034,603324,118.0,50.06
LFIC,LFICEQN,151.29,159.0,159.0,7.71,5.1,10,1590,250.5,111.0
NITCO,NITCOEQN,100.94,106.0,106.0,5.06,5.01,125596,13313176,163.95,64.0
STLTECH,STLTECHEQN,341.0,358.05,358.05,17.05,5.0,73667,26376469,341.0,59.26
EMAMIREAL,EMAMIREALBEN,104.6,109.83,109.83,5.23,5.0,1110,121911,129.0,48.2
DSFCL,DSFCLEQN,30.21,31.72,31.72,1.51,5.0,6057,192128,52.5,17.28
BHAGYANGR,BHAGYANGRBEN,290.2,304.7,304.7,14.5,5.0,2578,785516,290.2,65.0
LOYALTEX,LOYALTEXBEN,223.69,234.85,234.85,11.16,4.99,80,18788,379.5,170.04
KAVDEFENCE,KAVDEFENCEBEN,64.09,67.29,67.29,3.2,4.99,12654,851487,162.87,42.01
VIJIFIN,VIJIFINBEN,4.21,4.42,4.42,0.21,4.99,804,3553,4.6,2.0
VISASTEEL,VISASTEELEQN,45.86,48.15,48.15,2.29,4.99,830,39964,73.68,27.05
NORBTEAEXP,NORBTEAEXPEQN,69.1,72.55,72.55,3.45,4.99,100,7255,99.35,30.5
AHLWEST,AHLWESTBEN,418.65,439.55,439.55,20.9,4.99,267,117359,418.65,137.0
SADHNANIQ,SADHNANIQBEN,2.61,2.74,2.74,0.13,4.98,1170887,3208230,6.14,1.27
MOBILISE,MOBILISESTN,97.4,102.25,102.25,4.85,4.98,1600,163600,102.0,45.0
NEUEON,NEUEONBEN,22.56,23.68,23.68,1.12,4.96,350,8288,22.56,5.76
ARCIIL,ARCIILSTN,65.1,68.3,68.3,3.2,4.92,1000,68300,145.0,38.6
SRIVASAVI,SRIVASAVISMN,58.0,60.85,60.85,2.85,4.91,2000,121700,79.0,39.0
EMPOWER,EMPOWERBEN,2.24,2.35,2.35,0.11,4.91,97756,229726,2.24,1.3
AGNI,AGNISMN,20.55,21.55,21.55,1.0,4.87,2500,53875,43.35,13.6
SUPREMEENG,SUPREMEENGBZN,1.03,1.08,1.08,0.05,4.85,28593,30880,2.44,0.68
SATIPOLY,SATIPOLYSMN,38.7,40.55,40.55,1.85,4.78,1500,60825,94.3,27.15
RHFL,RHFLBZN,2.1,2.2,2.2,0.1,4.76,12714,27970,7.78,1.82
KSHITIJPOL,KSHITIJPOLBEN,3.79,3.97,3.97,0.18,4.75,41461,164600,3.96,1.88
SANCO,SANCOBZN,2.98,3.12,3.12,0.14,4.7,300,936,4.22,1.66
PANACHE,PANACHEBEN,347.8,363.9,363.9,16.1,4.63,71,25836,472.15,171.85
PRECOT,PRECOTBEN,611.8,640.0,640.0,28.2,4.61,810,518400,643.65,300.05
TOKYOPLAST,TOKYOPLASTBEN,88.33,92.39,92.39,4.06,4.6,300,27717,161.0,53.86
BHARATSE,BHARATSEEQN,200.98,210.01,210.01,9.03,4.49,13886,2916198,239.45,73.03
VIVIMEDLAB,VIVIMEDLABBEN,6.69,6.99,6.99,0.3,4.48,100,699,29.4,5.15
MEESHO,MEESHOEQN,196.28,205.0,205.0,8.72,4.44,329792,67607360,254.4,125.56
KEEPLEARN,KEEPLEARNEQN,2.06,2.15,2.15,0.09,4.37,44,94,4.09,1.54
SANWARIA,SANWARIABZN,0.23,0.24,0.24,0.01,4.35,205201,49248,0.41,0.19
SAPPL,SAPPLEQN,306.55,319.9,319.9,13.35,4.35,23,7357,330.0,261.0
KONSTELEC,KONSTELECSTN,44.95,46.9,46.9,1.95,4.34,1000,46900,86.65,28.0
SUTLEJTEX,SUTLEJTEXEQN,37.33,38.9,38.9,1.57,4.21,1003,39016,51.7,24.0
AKIKO,AKIKOSTN,268.5,279.8,279.8,11.3,4.21,800,223840,299.3,62.0
AERONEU,AERONEUEQN,86.37,90.0,90.0,3.63,4.2,10,900,125.37,63.21
ORTEL,ORTELBZN,1.67,1.74,1.74,0.07,4.19,100,174,2.34,1.15
GENUSPAPER,GENUSPAPEREQN,13.43,13.99,13.99,0.56,4.17,100,1399,22.01,8.67
MIDWESTLTD,MIDWESTLTDEQN,1315.9,1370.0,1370.0,54.1,4.11,3481,4768970,1859.9,1048.5
SADBHIN,SADBHINEQN,2.97,3.09,3.09,0.12,4.04,2193,6776,5.7,2.06
FILATFASH,FILATFASHBEN,0.25,0.26,0.26,0.01,4.0,1819813,473151,0.74,0.14
PRIZOR,PRIZORSTN,710.75,739.0,739.0,28.25,3.97,1200,886800,735.0,133.1
WEIZMANIND,WEIZMANINDEQN,90.24,93.8,93.8,3.56,3.95,1,93,133.8,65.21
ELGIRUBCO,ELGIRUBCOEQN,54.84,57.0,57.0,2.16,3.94,3266,186162,90.5,32.72
ARVIND,ARVINDEQN,389.7,405.0,405.0,15.3,3.93,34339,13907295,418.95,274.8
VMARCIND,VMARCINDSMN,986.75,1025.0,1025.0,38.25,3.88,2500,2562500,1030.0,271.35
BIGBLOC,BIGBLOCEQN,50.53,52.48,52.48,1.95,3.86,1550,81344,80.0,38.0
COMPINFO,COMPINFOBZN,1.31,1.36,1.36,0.05,3.82,5,6,2.96,0.91
RRIL,RRILEQN,19.22,19.95,19.95,0.73,3.8,35,698,19.4,15.25
UNITEDPOLY,UNITEDPOLYEQN,32.76,34.0,34.0,1.24,3.79,101,3434,51.16,14.5
MERCANTILE,MERCANTILEEQN,24.8,25.74,25.74,0.94,3.79,22,566,25.4,19.0
ORIENTALTL,ORIENTALTLEQN,6.87,7.13,7.13,0.26,3.78,30,213,17.6,4.4
VHLTD,VHLTDBEN,138.25,143.48,143.48,5.23,3.78,1,143,155.36,93.05
RAYMONDREL,RAYMONDRELEQN,569.6,591.0,591.0,21.4,3.76,150491,88940181,1050.0,349.0
GILLANDERS,GILLANDERSEQN,109.64,113.75,113.75,4.11,3.75,26,2957,151.9,76.0
FLFL,FLFLBZN,1.62,1.68,1.68,0.06,3.7,1,1,2.24,1.11
AVAILFC,AVAILFCEQN,157.49,163.25,163.25,5.76,3.66,1,163,178.0,148.25
MANOMAY,MANOMAYEQN,175.61,182.0,182.0,6.39,3.64,2069,376558,259.88,154.1
VIVIDHA,VIVIDHAEQN,0.55,0.57,0.57,0.02,3.64,256,145,1.05,0.43
VIMTALABS,VIMTALABSEQN,510.65,529.0,529.0,18.35,3.59,14996,7932884,902.65,376.05
GANDHAR,GANDHAREQN,156.66,162.23,162.23,5.57,3.56,40055,6498122,184.42,115.0
PAYTM,PAYTMEQN,1110.6,1150.0,1150.0,39.4,3.55,87802,100972300,1381.8,808.0
ARIS,ARISEQN,136.56,141.4,141.4,4.84,3.54,27351,3867431,208.5,82.18
GLOSTERLTD,GLOSTERLTDEQN,671.25,694.95,694.95,23.7,3.53,5,3474,830.0,495.0
BMWVENTLTD,BMWVENTLTDEQN,64.03,66.29,66.29,2.26,3.53,2226,147561,78.0,48.0
INTENTECH,INTENTECHEQN,99.37,102.85,102.85,3.48,3.5,2,205,149.9,66.3
BETA,BETAEQN,1352.1,1398.9,1398.9,46.8,3.46,77,107715,2000.0,990.1
INNOMET,INNOMETSMN,105.35,109.0,109.0,3.65,3.46,600,65400,216.0,63.15
HEXT,HEXTEQN,459.35,475.0,475.0,15.65,3.41,25110,11927250,900.0,400.2
JAIPURKURT,JAIPURKURTEQN,32.87,33.99,33.99,1.12,3.41,5,169,50.59,24.4
SCILAL,SCILALEQN,46.22,47.77,47.77,1.55,3.35,43908,2097485,60.34,34.3
RAJESHEXPO,RAJESHEXPOBZN,120.74,124.78,124.78,4.04,3.35,953,118915,237.88,80.38
ARCHIES,ARCHIESEQN,16.23,16.77,16.77,0.54,3.33,5,83,25.4,10.86
BTML,BTMLEQN,6.37,6.58,6.58,0.21,3.3,8006,52679,10.5,5.06
VCL,VCLEQN,1.52,1.57,1.57,0.05,3.29,187,293,2.66,0.69
KRIDHANINF,KRIDHANINFEQN,2.74,2.83,2.83,0.09,3.28,1000,2830,5.39,1.81
HARDWYN,HARDWYNEQN,23.97,24.75,24.75,0.78,3.25,57388,1420353,27.79,10.87
ZODIACLOTH,ZODIACLOTHEQN,79.33,81.9,81.9,2.57,3.24,6,491,125.41,58.5
K2INFRA,K2INFRASMN,54.05,55.8,55.8,1.75,3.24,600,33480,90.9,40.8
MSPL,MSPLEQN,38.27,39.5,39.5,1.23,3.21,11151,440464,41.0,23.71
MUNJALAU,MUNJALAUEQN,84.1,86.8,86.8,2.7,3.21,2014,174815,114.55,66.97
AFIL,AFILBEN,9.06,9.35,9.35,0.29,3.2,38045,355720,10.1,3.92
ASHIANA,ASHIANAEQN,344.05,355.0,355.0,10.95,3.18,2801,994355,376.15,247.8
SHRIKRISH,SHRIKRISHEQN,45.55,47.0,47.0,1.45,3.18,1,47,56.0,35.0
PRUDMOULI,PRUDMOULIEQN,17.16,17.7,17.7,0.54,3.15,10,177,48.6,11.26
GOLDTECH,GOLDTECHEQN,40.53,41.8,41.8,1.27,3.13,102,4263,80.44,29.68
CNL,CNLEQN,615.55,634.8,634.8,19.25,3.13,3,1904,799.0,525.0
ONMOBILE,ONMOBILEEQN,59.17,61.0,61.0,1.83,3.09,6033,368013,75.09,40.21
MALLCOM,MALLCOMEQN,1096.2,1129.9,1129.9,33.7,3.07,55,62144,1520.0,929.0
GNA,GNAEQN,426.9,440.0,440.0,13.1,3.07,710,312400,470.0,291.8
ASPINWALL,ASPINWALLEQN,239.7,247.0,247.0,7.3,3.05,15,3705,315.0,200.25
AURIGROW,AURIGROWEQN,0.33,0.34,0.34,0.01,3.03,207739,70631,1.0,0.2
IL&FSTRANS,IL&FSTRANSBZN,2.36,2.43,2.43,0.07,2.97,142,345,4.4,1.75
ATAM,ATAMEQN,77.36,79.65,79.65,2.29,2.96,50,3982,128.0,48.5
GEEKAYWIRE,GEEKAYWIREEQN,26.61,27.39,27.39,0.78,2.93,100,2739,41.54,18.51
AHLADA,AHLADAEQN,44.45,45.75,45.75,1.3,2.92,57,2607,81.0,31.22
UNIVASTU,UNIVASTUEQN,75.6,77.8,77.8,2.2,2.91,100,7780,106.67,56.02
FEDDERSHOL,FEDDERSHOLEQN,34.01,35.0,35.0,0.99,2.91,30,1050,38.4,32.65
ARIHANTCAP,ARIHANTCAPEQN,72.4,74.48,74.48,2.08,2.87,8045,599191,120.0,56.97
EFFWA,EFFWASMN,265.4,273.0,273.0,7.6,2.86,1200,327600,282.0,165.0
GSS,GSSBEN,14.01,14.41,14.41,0.4,2.86,2,28,39.67,8.68
ORIENTTECH,ORIENTTECHEQN,284.95,293.0,293.0,8.05,2.83,6098,1786714,466.73,220.8
SAGARDEEP,SAGARDEEPEQN,24.26,24.94,24.94,0.68,2.8,5,124,36.0,20.81
KNAGRI,KNAGRIEQN,195.43,200.9,200.9,5.47,2.8,200,40180,273.5,148.3
SITINET,SITINETBZN,0.36,0.37,0.37,0.01,2.78,5954,2202,0.58,0.28
KRITI,KRITIEQN,91.26,93.8,93.8,2.54,2.78,111,10411,177.51,53.0
AGROPHOS,AGROPHOSEQN,31.62,32.49,32.49,0.87,2.75,65,2111,47.6,23.9
SHEEL,SHEELSMN,43.8,45.0,45.0,1.2,2.74,2000,90000,95.55,37.8
RML,RMLEQN,913.5,938.05,938.05,24.55,2.69,3220,3020521,1049.0,608.5
SUBAHOTELS,SUBAHOTELSSMN,150.9,154.95,154.95,4.05,2.68,1200,185940,200.0,97.65
SURAKSHA,SURAKSHAEQN,280.5,288.0,288.0,7.5,2.67,190,54720,352.5,224.1
