symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
DRSCARGO,DRSCARGOSMN,30.0,36.0,36.0,6.0,20.0,800,28800,30.0,22.0
PROV,PROVSMN,971.5,1090.0,1090.0,118.5,12.2,80,87200,1890.0,815.1
BCONCEPTS,BCONCEPTSEQN,379.3,420.0,420.0,40.7,10.73,8600,3612000,693.8,252.1
HYBRIDFIN,HYBRIDFINEQN,14.71,15.8,15.8,1.09,7.41,504,7963,22.72,10.05
ADL,ADLEQN,87.68,94.0,94.0,6.32,7.21,1,94,123.0,62.0
KAPSTON,KAPSTONEQN,259.92,278.0,278.0,18.08,6.96,2196,610488,319.0,190.0
KARMAENG,KARMAENGEQN,64.37,68.47,68.47,4.1,6.37,23350,1598774,86.93,44.91
EUROTEXIND,EUROTEXINDEQN,15.98,16.89,16.89,0.91,5.69,11,185,19.81,9.65
BANARBEADS,BANARBEADSEQN,123.36,130.0,130.0,6.64,5.38,5786,752180,169.52,97.0
BAJAJELEC,BAJAJELECEQN,577.1,606.0,606.0,28.9,5.01,3309,2005254,994.25,490.0
PKTEA,PKTEABEN,832.1,873.7,873.7,41.6,5.0,106,92612,1013.9,395.05
PANACHE,PANACHEEQN,349.11,366.56,366.56,17.45,5.0,45817,16794679,349.11,159.6
BAFNAPH,BAFNAPHBEN,152.34,159.95,159.95,7.61,5.0,1462,233846,152.34,69.0
UNITEDPOLY,UNITEDPOLYBEN,44.2,46.41,46.41,2.21,5.0,6068,281615,44.2,10.4
CURAA,CURAABEN,209.2,219.65,219.65,10.45,5.0,2,439,337.0,24.43
TECHD,TECHDSTN,404.25,424.45,424.45,20.2,5.0,19200,8149440,404.25,366.7
IFBAGRO,IFBAGROEQN,813.9,854.55,854.55,40.65,4.99,3985,3405381,929.0,440.0
BLUECOAST,BLUECOASTBEN,68.07,71.47,71.47,3.4,4.99,113,8076,86.31,9.52
