symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
KHANDSE,KHANDSEEQN,16.97,18.9,18.9,1.93,11.37,261,4932,29.0,12.2
PURVA,PURVAEQN,213.08,236.0,236.0,22.92,10.76,73080,17246880,338.95,160.69
FMNL,FMNLEQN,11.39,12.52,12.52,1.13,9.92,12725,159317,19.1,6.74
KEEPLEARN,KEEPLEARNEQN,2.17,2.37,2.37,0.2,9.22,5,11,4.09,1.54
YASHO,YASHOEQN,1708.0,1850.9,1850.9,142.9,8.37,823,1523290,2172.0,1130.0
FCL,FCLEQN,30.52,33.0,33.0,2.48,8.13,1725710,56948430,35.79,19.1
SOMATEX,SOMATEXEQN,101.34,109.0,109.0,7.66,7.56,4,436,161.25,41.51
SEAMECLTD,SEAMECLTDEQN,1492.1,1604.4,1604.4,112.3,7.53,4619,7410723,1647.9,752.55
SPARC,SPARCEQN,162.23,174.0,174.0,11.77,7.26,149859,26075466,204.4,108.0
JKPAPER,JKPAPEREQN,371.35,394.8,394.8,23.45,6.31,22684,8955643,444.8,304.85
SEDEMAC,SEDEMACEQN,1972.8,2087.4,2087.4,114.6,5.81,2763,5767486,2132.0,1413.1
MONTECARLO,MONTECARLOEQN,566.05,598.0,598.0,31.95,5.64,4345,2598310,860.95,464.0
SVLL,SVLLEQN,557.7,588.0,588.0,30.3,5.43,90,52920,855.7,445.15
IGPL,IGPLEQN,446.05,470.0,470.0,23.95,5.37,5044,2370680,519.8,315.0
EVERESTIND,EVERESTINDEQN,362.7,381.9,381.9,19.2,5.29,30,11457,750.0,284.9
MINDTECK,MINDTECKEQN,201.47,212.0,212.0,10.53,5.23,5113,1083956,307.68,145.13
PIONRINV,PIONRINVEQN,119.74,126.0,126.0,6.26,5.23,502,63252,119.9,92.35
APOLLO,APOLLOEQN,311.0,326.8,326.8,15.8,5.08,256570,83847076,354.7,130.73
AHLWEST,AHLWESTBEN,618.25,649.15,649.15,30.9,5.0,65,42194,618.25,137.0
MCLEODRUSS,MCLEODRUSSBEN,65.77,69.05,69.05,3.28,4.99,29473,2035110,68.47,28.5
ABMINTLLTD,ABMINTLLTDEQN,48.11,50.51,50.51,2.4,4.99,1,50,78.21,34.0
TIRUPATIFL,TIRUPATIFLBEN,41.12,43.17,43.17,2.05,4.99,156554,6758436,52.0,30.11
TERASOFT,TERASOFTEQN,302.7,317.8,317.8,15.1,4.99,894,284113,598.0,252.4
JAYBEE,JAYBEESTN,84.25,88.45,88.45,4.2,4.99,6000,530700,295.0,70.0
DURLAX,DURLAXSTN,54.1,56.8,56.8,2.7,4.99,8000,454400,54.1,28.03
AAKAAR,AAKAARSMN,57.2,60.05,60.05,2.85,4.98,1600,96080,105.0,46.0
SANCO,SANCOBZN,3.63,3.81,3.81,0.18,4.96,11,41,4.22,1.66
ORTINGLOBE,ORTINGLOBEBEN,14.1,14.8,14.8,0.7,4.96,100,1480,19.9,10.32
ODIGMA,ODIGMAEQN,26.02,27.29,27.29,1.27,4.88,100,2729,56.09,20.25
PRITIKAUTO,PRITIKAUTOEQN,13.35,14.0,14.0,0.65,4.87,1102,15428,21.01,10.41
BLUEPEBBLE,BLUEPEBBLESTN,94.9,99.5,99.5,4.6,4.85,400,39800,218.0,88.0
RUSHIL,RUSHILEQN,15.25,15.99,15.99,0.74,4.85,2303,36824,33.99,12.49
MODISONLTD,MODISONLTDEQN,167.01,175.0,175.0,7.99,4.78,3570,624750,197.45,114.0
NILAINFRA,NILAINFRAEQN,7.96,8.34,8.34,0.38,4.77,4,33,13.78,5.9
CHEMBONDCH,CHEMBONDCHBEN,189.97,199.0,199.0,9.03,4.75,2330,463670,244.99,104.85
ATLANTAA,ATLANTAAEQN,47.17,49.4,49.4,2.23,4.73,20740,1024556,73.39,29.41
KANPRPLA,KANPRPLAEQN,195.63,204.8,204.8,9.17,4.69,10,2048,249.5,151.25
CELEBRITY,CELEBRITYEQN,7.5,7.85,7.85,0.35,4.67,13,102,15.35,5.65
RADAAN,RADAANEQN,3.06,3.2,3.2,0.14,4.58,4,12,5.37,2.35
HINDCON,HINDCONBEN,22.51,23.5,23.5,0.99,4.4,30,705,40.24,15.66
TARAPUR,TARAPUREQN,22.19,23.15,23.15,0.96,4.33,25,578,39.99,20.21
ARVEE,ARVEEEQN,155.4,162.0,162.0,6.6,4.25,16,2592,290.78,129.11
BCPL,BCPLEQN,72.63,75.7,75.7,3.07,4.23,44,3330,92.0,60.0
REXPIPES,REXPIPESSMN,191.9,200.0,200.0,8.1,4.22,1000,200000,208.0,89.7
WSI,WSIEQN,66.92,69.7,69.7,2.78,4.15,10,697,101.49,59.25
MERCANTILE,MERCANTILEEQN,24.0,24.99,24.99,0.99,4.13,1,24,31.9,19.0
SCANSTL,SCANSTLEQN,39.36,40.95,40.95,1.59,4.04,7,286,41.65,31.35
SBCL,SBCLEQN,595.95,619.9,619.9,23.95,4.02,10609,6576519,655.4,368.6
VASCONEQ,VASCONEQBEN,32.93,34.25,34.25,1.32,4.01,4675,160118,74.59,26.75
GATECHDVR,GATECHDVREQN,0.5,0.52,0.52,0.02,4.0,107,55,1.11,0.36
PAUSHAKLTD,PAUSHAKLTDEQN,452.05,470.0,470.0,17.95,3.97,100,47000,633.05,342.5
GPTINFRA,GPTINFRAEQN,117.42,122.0,122.0,4.58,3.9,49763,6071086,149.8,96.22
TRIGYN,TRIGYNEQN,54.77,56.9,56.9,2.13,3.89,7,398,102.4,37.55
NAHARINDUS,NAHARINDUSEQN,108.3,112.5,112.5,4.2,3.88,500,56250,150.0,83.05
NEPTUNE,NEPTUNESMN,186.8,194.0,194.0,7.2,3.85,500,97000,246.9,126.3
AKIKO,AKIKOSTN,270.8,280.95,280.95,10.15,3.75,1600,449520,299.3,62.0
STUDIOLSD,STUDIOLSDSTN,10.7,11.1,11.1,0.4,3.74,2000,22200,43.2,7.15
AMBIKCO,AMBIKCOEQN,1532.0,1589.0,1589.0,57.0,3.72,2,3178,1700.0,1101.0
RKSWAMY,RKSWAMYEQN,89.58,92.9,92.9,3.32,3.71,100,9290,224.9,67.15
STYL,STYLEQN,265.16,275.0,275.0,9.84,3.71,12701,3492775,437.45,209.11
NAGREEKEXP,NAGREEKEXPEQN,26.0,26.96,26.96,0.96,3.69,1,26,40.0,17.5
SUYOG,SUYOGEQN,761.15,788.85,788.85,27.7,3.64,48,37864,988.8,526.5
RADIOCITY,RADIOCITYEQN,6.1,6.32,6.32,0.22,3.61,3,18,11.5,4.5
SHILCTECH,SHILCTECHEQN,3949.5,4092.0,4092.0,142.5,3.61,90,368280,5399.0,2852.5
