symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
CYBER-RE,CYBER-REBEN,0.65,0.91,0.91,0.26,40.0,260,236,0.65,0.29
DAVAN-RE1,DAVAN-RE1BEN,0.07,0.09,0.09,0.02,28.57,80299,7226,0.07,0.05
SHANTHALA,SHANTHALASMN,41.0,46.9,46.9,5.9,14.39,1200,56280,67.0,20.4
KALANA,KALANASMN,41.6,46.85,46.85,5.25,12.62,2000,93700,55.0,32.6
HLEGLAS,HLEGLASEQN,415.8,460.0,460.0,44.2,10.63,28755,13227300,484.9,217.83
NKIND,NKINDEQN,69.86,76.8,76.8,6.94,9.93,16,1228,98.4,44.1
SADBHIN,SADBHINEQN,3.61,3.94,3.94,0.33,9.14,30600,120564,8.51,3.22
PRUDMOULI,PRUDMOULIEQN,39.17,42.49,42.49,3.32,8.48,2,84,75.84,20.0
GLOBALE,GLOBALEEQN,13.38,14.37,14.37,0.99,7.4,13,186,87.0,12.04
ASHALOG,ASHALOGSMN,65.0,69.35,69.35,4.35,6.69,2000,138700,173.95,60.0
MANCREDIT,MANCREDITEQN,179.98,190.0,190.0,10.02,5.57,3610,685900,215.75,128.7
BLUECOAST,BLUECOASTBEN,82.2,86.31,86.31,4.11,5.0,7875,679691,82.2,8.68
TAC,TACSMN,894.1,938.8,938.8,44.7,5.0,1700,1595960,1697.0,576.0
PANSARI,PANSARIBEN,247.93,260.32,260.32,12.39,5.0,9,2342,271.2,115.15
SUPREMEINF,SUPREMEINFBZN,118.87,124.81,124.81,5.94,5.0,70,8736,161.55,62.0
INDORAMA,INDORAMABEN,54.01,56.71,56.71,2.7,5.0,60145,3410822,59.5,32.0
RAMCOSYS,RAMCOSYSBEN,426.1,447.4,447.4,21.3,5.0,8466,3787688,523.0,270.0
HOVS,HOVSBEN,58.21,61.12,61.12,2.91,5.0,448,27381,110.5,41.5
TAKE,TAKEBEN,10.01,10.51,10.51,0.5,5.0,4480,47084,23.69,6.51
AGROPHOS,AGROPHOSBEN,37.07,38.92,38.92,1.85,4.99,3973,154629,51.46,27.2
MANORG,MANORGBEN,578.6,607.5,607.5,28.9,4.99,33,20047,720.0,340.1
THOMASCOTT,THOMASCOTTBEN,353.4,371.05,371.05,17.65,4.99,34136,12666162,509.0,185.59
BCG,BCGEQN,15.84,16.63,16.63,0.79,4.99,2866765,47674301,22.0,7.56
PARTH,PARTHSTN,221.95,233.0,233.0,11.05,4.98,11200,2609600,221.95,169.0
OSIAHYPER,OSIAHYPERBEN,11.87,12.46,12.46,0.59,4.97,2750,34265,50.45,11.31
JAINIK,JAINIKSTN,128.35,134.7,134.7,6.35,4.95,4800,646560,128.35,60.6
