symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
EXPLEOSOL,EXPLEOSOLEQN,979.3,1175.1,1175.1,195.8,19.99,11937,14027168,1567.45,735.35
IPHL,IPHLSMN,52.45,62.9,62.9,10.45,19.92,33600,2113440,96.9,42.4
IVC,IVCEQN,7.69,8.95,8.95,1.26,16.38,80223,717995,12.95,7.05
APRAMEYA,APRAMEYASMN,296.1,339.0,339.0,42.9,14.49,7000,2373000,307.95,61.15
JNKINDIA,JNKINDIAEQN,279.5,310.0,310.0,30.5,10.91,14361,4451910,710.0,264.8
RAJPUTANA,RAJPUTANASMN,270.0,299.0,299.0,29.0,10.74,2500,747500,383.85,173.15
HILTON,HILTONEQN,41.46,45.6,45.6,4.14,9.99,7283,332104,123.25,40.6
AARVI,AARVIEQN,120.03,129.89,129.89,9.86,8.21,1746,226787,155.0,88.0
CONTROLPR,CONTROLPREQN,730.65,786.0,786.0,55.35,7.58,2282,1793652,917.5,547.0
MUTHOOTFIN,MUTHOOTFINEQN,3393.1,3650.0,3650.0,256.9,7.57,34867,127264550,3406.8,1756.05
DOLLAR,DOLLAREQN,348.25,374.0,374.0,25.75,7.39,9027,3376098,556.0,337.1
MHLXMIRU,MHLXMIRUEQN,205.29,220.0,220.0,14.71,7.17,2595,570900,325.8,140.0
VILAS,VILASSMN,415.65,444.95,444.95,29.3,7.05,5250,2335987,673.7,291.0
RULKA,RULKASMN,125.2,134.0,134.0,8.8,7.03,300,40200,443.9,113.1
TVVISION,TVVISIONEQN,5.95,6.36,6.36,0.41,6.89,120,763,30.27,3.65
GVPIL,GVPILEQN,300.3,319.95,319.95,19.65,6.54,26948,8622012,457.0,205.25
RHL,RHLEQN,223.49,238.0,238.0,14.51,6.49,1,238,314.0,181.05
GPIL,GPILEQN,263.25,280.0,280.0,16.75,6.36,80434,22521520,290.0,145.75
ASHAPURMIN,ASHAPURMINEQN,638.25,677.25,677.25,39.0,6.11,29156,19745901,711.8,226.41
INDOTECH,INDOTECHEQN,1824.9,1930.0,1930.0,105.1,5.76,4600,8878000,3771.95,1525.0
JUBLFOOD,JUBLFOODEQN,573.5,604.95,604.95,31.45,5.48,53901,32607409,796.75,564.95
BDL,BDLEQN,1517.9,1601.0,1601.0,83.1,5.47,105532,168956732,2096.6,890.0
GANESHBE,GANESHBEEQN,81.61,85.8,85.8,4.19,5.13,5227,448476,150.9,81.01
KDL,KDLSMN,188.05,197.45,197.45,9.4,5.0,2850,562732,705.05,140.25
SOMATEX,SOMATEXBEN,126.02,132.32,132.32,6.3,5.0,253,33476,161.25,34.53
SABTNL,SABTNLEQN,934.4,981.1,981.1,46.7,5.0,3082,3023750,2219.95,352.6
IZMO,IZMOBEN,819.3,860.25,860.25,40.95,5.0,6997,6019169,1374.7,229.7
MAXVOLT,MAXVOLTSTN,400.45,420.45,420.45,20.0,4.99,20800,8745360,407.85,145.05
TAKE,TAKEBEN,27.46,28.83,28.83,1.37,4.99,28525,822375,27.46,6.51
ADVENTHTL,ADVENTHTLBEN,328.65,345.05,345.05,16.4,4.99,5904,2037175,0.0,0.0
TRIGYN,TRIGYNBEN,72.31,75.92,75.92,3.61,4.99,2667,202478,123.37,66.6
RISHABH,RISHABHBEN,377.9,396.75,396.75,18.85,4.99,2039,808973,490.0,201.5
NIRAJ,NIRAJEQN,32.34,33.95,33.95,1.61,4.98,4982,169138,72.37,27.2
ALLCARGO,ALLCARGOBEN,12.47,13.09,13.09,0.62,4.97,431647,5650259,57.95,10.6
DRONE,DRONESMN,87.95,92.3,92.3,4.35,4.95,3000,276900,219.85,64.55
SUPREMEENG,SUPREMEENGBZN,0.81,0.85,0.85,0.04,4.94,111,94,3.45,0.68
MAL,MALSMN,50.75,53.25,53.25,2.5,4.93,3200,170400,80.2,26.25
EXXARO,EXXAROBEN,8.93,9.37,9.37,0.44,4.93,12005,112486,11.6,5.45
KRBL,KRBLEQN,379.1,397.7,397.7,18.6,4.91,32224,12815484,495.0,241.25
NIRAJISPAT,NIRAJISPATEQN,209.83,220.0,220.0,10.17,4.85,1,220,612.5,199.4
AXISCADES,AXISCADESBEN,1483.4,1555.0,1555.0,71.6,4.83,10022,15584210,1779.2,420.9
K2INFRA,K2INFRASMN,55.9,58.6,58.6,2.7,4.83,600,35160,238.0,52.5
MADHUCON,MADHUCONEQN,7.17,7.51,7.51,0.34,4.74,21,157,11.47,5.64
LAL,LALEQN,10.0,10.47,10.47,0.47,4.7,20,209,28.45,8.37
SOLEX,SOLEXEQN,1628.7,1705.0,1705.0,76.3,4.68,2192,3737360,1826.35,630.9
DCI,DCIEQN,246.3,257.8,257.8,11.5,4.67,2,515,449.9,201.35
INTENTECH,INTENTECHBEN,131.37,137.5,137.5,6.13,4.67,2470,339625,154.9,79.5
INFINIUM,INFINIUMSMN,256.15,268.0,268.0,11.85,4.63,500,134000,337.0,213.9
GGBL,GGBLSMN,443.85,464.0,464.0,20.15,4.54,15300,7099200,635.0,282.2
NAVKARURB,NAVKARURBEQN,1.98,2.06,2.06,0.08,4.04,6959,14335,4.28,1.47
VALIANTORG,VALIANTORGEQN,290.3,302.0,302.0,11.7,4.03,28,8456,507.8,227.05
ALPSINDUS,ALPSINDUSEQN,1.99,2.07,2.07,0.08,4.02,598,1237,3.99,1.6
TGBHOTELS,TGBHOTELSEQN,11.29,11.74,11.74,0.45,3.99,55,645,16.0,9.05
UNIINFO,UNIINFOEQN,16.22,16.86,16.86,0.64,3.95,1,16,48.9,13.94
GATECHDVR,GATECHDVREQN,0.51,0.53,0.53,0.02,3.92,12215,6473,1.16,0.42
DHARAN,DHARANBZN,0.51,0.53,0.53,0.02,3.92,194653,103166,2.55,0.34
ARTNIRMAN,ARTNIRMANEQN,52.81,54.85,54.85,2.04,3.86,12,658,89.8,39.68
ATLASCYCLE,ATLASCYCLEEQN,105.77,109.77,109.77,4.0,3.78,6,658,176.39,63.0
RACE,RACEEQN,181.17,188.0,188.0,6.83,3.77,6,1128,390.0,179.42
INDOTHAI,INDOTHAIBEN,383.75,397.8,397.8,14.05,3.66,11389,4530544,465.0,101.22
GICHSGFIN,GICHSGFINEQN,165.93,172.0,172.0,6.07,3.66,3093,531996,229.5,156.01
TBI,TBISMN,84.9,88.0,88.0,3.1,3.65,1200,105600,222.5,75.2
GROWW,GROWWEQN,137.69,142.7,142.7,5.01,3.64,970762,138527737,153.5,112.0
TREEHOUSE,TREEHOUSEEQN,7.18,7.44,7.44,0.26,3.62,68,505,21.26,6.19
EFFWA,EFFWASMN,249.0,258.0,258.0,9.0,3.61,400,103200,272.95,147.55
ANONDITA,ANONDITASTN,613.0,635.0,635.0,22.0,3.59,3000,1905000,669.9,261.75
ARIES,ARIESEQN,362.45,375.4,375.4,12.95,3.57,1870,701998,459.9,220.11
SMCGLOBAL,SMCGLOBALEQN,137.04,70.95,70.95,2.43,3.55,4392,311612,80.0,50.5
PRAXIS,PRAXISBEN,11.3,11.7,11.7,0.4,3.54,2,23,23.29,8.65
SURAJEST,SURAJESTEQN,278.35,287.9,287.9,9.55,3.43,2324,669079,729.85,263.35
SRM,SRMEQN,579.75,599.6,599.6,19.85,3.42,5770,3459692,606.0,260.65
A2ZINFRA,A2ZINFRAEQN,17.41,18.0,18.0,0.59,3.39,10,180,26.8,12.35
OMKARCHEM,OMKARCHEMBZN,5.32,5.5,5.5,0.18,3.38,1,5,10.1,4.96
WORTHPERI,WORTHPERIEQN,150.42,155.42,155.42,5.0,3.32,300,46626,190.47,114.99
SHREERAMA,SHREERAMABEN,53.97,55.75,55.75,1.78,3.3,5695,317496,67.4,30.55
RUBICON,RUBICONEQN,654.35,675.95,675.95,21.6,3.3,17358,11733140,671.95,570.75
KIOCL,KIOCLBEN,387.45,399.85,399.85,12.4,3.2,1016,406247,634.55,209.84
VLEGOV,VLEGOVEQN,20.28,20.9,20.9,0.62,3.06,1547,32332,197.77,18.21
SECURKLOUD,SECURKLOUDEQN,19.4,19.99,19.99,0.59,3.04,5,99,38.03,16.35
HARRMALAYA,HARRMALAYAEQN,184.42,190.0,190.0,5.58,3.03,2,380,341.85,170.53
NINSYS,NINSYSEQN,423.1,435.9,435.9,12.8,3.03,76,33128,642.25,406.5
ABINFRA,ABINFRAEQN,20.17,20.78,20.78,0.61,3.02,20,415,22.5,6.16
UTTAMSUGAR,UTTAMSUGAREQN,237.68,244.8,244.8,7.12,3.0,1509,369403,330.45,171.51
GLOBALE,GLOBALEEQN,12.8,13.18,13.18,0.38,2.97,134,1766,34.7,11.56
RNBDENIMS,RNBDENIMSEQN,116.54,120.0,120.0,3.46,2.97,15,1800,155.02,97.55
IEML,IEMLSMN,115.4,118.8,118.8,3.4,2.95,500,59400,269.43,85.61
NKIND,NKINDEQN,69.0,71.0,71.0,2.0,2.9,1,71,98.4,47.08
SUVIDHAA,SUVIDHAAEQN,3.88,3.99,3.99,0.11,2.84,425,1695,7.87,3.4
MUTHOOTCAP,MUTHOOTCAPEQN,282.0,290.0,290.0,8.0,2.84,1122,325380,385.5,234.01
KSHITIJPOL,KSHITIJPOLEQN,2.82,2.9,2.9,0.08,2.84,63,182,5.27,2.55
PEARLPOLY,PEARLPOLYEQN,26.65,27.4,27.4,0.75,2.81,1,27,47.4,24.11
SETCO,SETCOEQN,17.9,18.4,18.4,0.5,2.79,30020,552368,21.68,9.52
HONDAPOWER,HONDAPOWEREQN,2578.5,2650.0,2650.0,71.5,2.77,153,405450,3549.6,1815.0
BANG,BANGEQN,51.48,52.9,52.9,1.42,2.76,1,52,96.43,42.77
UNIVCABLES,UNIVCABLESEQN,778.55,800.0,800.0,21.45,2.76,4597,3677600,866.25,407.25
BLBLIMITED,BLBLIMITEDEQN,16.35,16.8,16.8,0.45,2.75,85,1428,24.95,13.1
PRABHA,PRABHAEQN,207.28,212.9,212.9,5.62,2.71,110,23419,315.9,155.04
EMAMIPAP,EMAMIPAPEQN,94.45,97.0,97.0,2.55,2.7,2,194,128.0,82.51
KNAGRI,KNAGRISMN,218.25,224.0,224.0,5.75,2.63,800,179200,310.0,172.6
RKEC,RKECEQN,63.08,64.73,64.73,1.65,2.62,1,64,116.5,60.61
DELTACORP,DELTACORPEQN,71.84,73.7,73.7,1.86,2.59,7271,535872,131.45,71.0
MANORG,MANORGEQN,541.05,555.0,555.0,13.95,2.58,100,55500,637.85,340.1
DONEAR,DONEAREQN,100.17,102.69,102.69,2.52,2.52,1645,168925,184.99,90.0
CSLFINANCE,CSLFINANCEEQN,272.15,279.0,279.0,6.85,2.52,260,72540,380.2,227.45
DCMNVL,DCMNVLEQN,139.01,142.5,142.5,3.49,2.51,36,5130,226.43,130.1
BANARBEADS,BANARBEADSEQN,136.29,139.7,139.7,3.41,2.5,20,2794,169.52,97.0
ZENITHEXPO,ZENITHEXPOEQN,230.56,236.32,236.32,5.76,2.5,30,7089,360.7,193.0
HAVISHA,HAVISHAEQN,2.01,2.06,2.06,0.05,2.49,652,1343,3.05,1.7
RUBYMILLS,RUBYMILLSEQN,221.48,227.0,227.0,5.52,2.49,510,115770,323.95,171.78
SADBHAV,SADBHAVEQN,11.37,11.65,11.65,0.28,2.46,2530,29474,32.7,10.54
MOLDTECH,MOLDTECHEQN,176.65,181.0,181.0,4.35,2.46,1808,327248,231.15,109.95
INDTERRAIN,INDTERRAINEQN,39.06,40.0,40.0,0.94,2.41,4,160,57.0,29.65
INFLUX,INFLUXSTN,198.05,202.8,202.8,4.75,2.4,1800,365040,208.0,120.0
PRECOT,PRECOTEQN,453.85,464.7,464.7,10.85,2.39,110,51117,690.5,331.1
MATRIMONY,MATRIMONYEQN,502.7,514.6,514.6,11.9,2.37,52,26759,710.0,487.0
AJOONI,AJOONIEQN,5.1,5.22,5.22,0.12,2.35,10524,54935,8.55,4.8
PREMIER,PREMIERBEN,3.41,3.49,3.49,0.08,2.35,2,6,4.34,2.55
FILATFASH,FILATFASHEQN,0.44,0.45,0.45,0.01,2.27,109116,49102,1.02,0.42
GMRAIRPORT,GMRAIRPORTEQN,95.49,97.65,97.65,2.16,2.26,598795,58472331,97.0,67.75
MACPOWER,MACPOWEREQN,860.75,880.0,880.0,19.25,2.24,278,244640,1610.95,601.2
NATHBIOGEN,NATHBIOGENEQN,165.13,168.8,168.8,3.67,2.22,1703,287466,238.69,137.55
FAIRCHEMOR,FAIRCHEMOREQN,643.5,657.8,657.8,14.3,2.22,3,1973,1307.0,541.55
AHLADA,AHLADAEQN,56.64,57.89,57.89,1.25,2.21,90,5210,109.4,53.05
GARFIBRES,GARFIBRESEQN,751.7,760.0,760.0,16.3,2.19,1126,855760,986.39,674.2
INDOWIND,INDOWINDEQN,16.58,16.94,16.94,0.36,2.17,334,5657,28.07,14.16
RAMASTEEL,RAMASTEELEQN,10.67,10.9,10.9,0.23,2.16,101559,1106993,14.9,8.5
SANDHAR,SANDHAREQN,553.15,565.0,565.0,11.85,2.14,14236,8043340,603.0,315.0
CUBEXTUB,CUBEXTUBEQN,91.0,92.95,92.95,1.95,2.14,550,51122,143.25,67.11
MODIS,MODISEQN,380.95,389.0,389.0,8.05,2.11,202,78578,0.0,0.0
RPPL,RPPLEQN,19.43,19.84,19.84,0.41,2.11,512,10158,41.99,18.15
AVPINFRA,AVPINFRASMN,167.85,171.4,171.4,3.55,2.11,9600,1645440,264.3,118.45
SIGMA,SIGMABEN,52.34,53.44,53.44,1.1,2.1,1458,77915,65.5,21.01
GANGAFORGE,GANGAFORGEEQN,3.34,3.41,3.41,0.07,2.1,40,136,7.8,2.98
SONAMLTD,SONAMLTDEQN,40.15,40.98,40.98,0.83,2.07,50,2049,88.77,37.0
VHLTD,VHLTDBEN,125.4,127.99,127.99,2.59,2.07,1,127,136.0,93.05
RUPA,RUPAEQN,196.45,200.5,200.5,4.05,2.06,1415,283707,291.8,173.55
NOIDATOLL,NOIDATOLLEQN,4.4,4.49,4.49,0.09,2.05,544,2442,23.97,2.57
LGHL,LGHLEQN,281.25,287.0,287.0,5.75,2.04,31,8897,399.58,119.75
