symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
PANSARI,PANSARIEQN,314.85,377.0,377.0,62.15,19.74,1,377,388.9,233.3
KAMANWALA,KAMANWALAEQN,16.26,19.38,19.38,3.12,19.19,648,12558,18.0,13.55
LEENEE,LEENEEEQN,7.58,8.71,8.71,1.13,14.91,463,4032,7.97,6.81
ZAGGLE,ZAGGLEEQN,165.88,187.4,187.4,21.52,12.97,290390,54419086,417.6,154.36
SIEL,SIELEQN,38.57,42.42,42.42,3.85,9.98,1254,53194,38.57,30.0
LKPSEC,LKPSECEQN,16.76,18.43,18.43,1.67,9.96,3400,62662,17.7,15.2
RCDL,RCDLSMN,26.15,28.7,28.7,2.55,9.75,15000,430500,35.0,16.5
BBTCL,BBTCLEQN,238.82,260.0,260.0,21.18,8.87,2742,712920,262.0,156.0
SWARNSAR,SWARNSAREQN,33.98,36.5,36.5,2.52,7.42,10,365,38.75,33.1
WILLAMAGOR,WILLAMAGOREQN,25.15,26.9,26.9,1.75,6.96,1,26,37.5,21.11
TRITONV,TRITONVEQN,1146.1,1219.3,1219.3,73.2,6.39,100,121930,1190.0,1108.0
DUCON,DUCONEQN,3.29,3.5,3.5,0.21,6.38,37576,131516,6.45,2.22
SELMC,SELMCEQN,27.74,29.5,29.5,1.76,6.34,10,295,43.36,26.0
DHARAN,DHARANBZN,0.16,0.17,0.17,0.01,6.25,21699,3688,0.61,0.11
BONLON,BONLONEQN,41.86,44.4,44.4,2.54,6.07,25,1110,57.0,34.51
THEJO,THEJOEQN,2051.4,2174.9,2174.9,123.5,6.02,1200,2609880,2286.6,1443.6
MEDICAPQ,MEDICAPQEQN,25.05,26.5,26.5,1.45,5.79,12,318,27.96,20.33
HAVISHA,HAVISHAEQN,1.39,1.47,1.47,0.08,5.76,72,105,2.42,1.03
ARVEE,ARVEEEQN,170.55,180.0,180.0,9.45,5.54,21,3780,290.78,129.11
HNDFDS,HNDFDSEQN,635.6,670.0,670.0,34.4,5.41,5462,3659540,640.9,442.0
TARAPUR,TARAPUREQN,15.16,15.98,15.98,0.82,5.41,19,303,39.99,12.21
SANWARIA,SANWARIABZN,0.19,0.2,0.2,0.01,5.26,8477,1695,0.39,0.19
KALANA,KALANASMN,21.0,22.05,22.05,1.05,5.0,4000,88200,46.85,15.1
GATECH,GATECHBEN,0.8,0.84,0.84,0.04,5.0,1327273,1114909,0.93,0.4
CTE,CTEEQN,42.8,44.94,44.94,2.14,5.0,856,38468,59.93,20.51
MENONBE,MENONBEBEN,253.21,265.87,265.87,12.66,5.0,25523,6785800,254.25,101.5
