symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
QUESTLAB,QUESTLABSMN,105.75,126.9,126.9,21.15,20.0,34800,4416120,157.1,75.15
OMAXAUTO,OMAXAUTOEQN,110.19,132.22,132.22,22.03,19.99,49027,6482349,165.0,77.55
KEN,KENSMN,44.6,49.0,49.0,4.4,9.87,1200,58800,85.0,35.25
KELLTONTEC,KELLTONTECEQN,138.15,29.78,29.78,2.15,7.78,353172,10517462,35.5,19.0
AKIKO,AKIKOSMN,89.25,95.5,95.5,6.25,7.0,4800,458400,109.0,62.0
BAWEJA,BAWEJASMN,69.9,73.6,73.6,3.7,5.29,5600,412160,101.15,44.0
AMDIND,AMDINDEQN,51.17,53.75,53.75,2.58,5.04,4,215,87.9,39.85
ORBTEXP,ORBTEXPBEN,235.79,247.57,247.57,11.78,5.0,2235,553318,306.29,138.7
BLUECOAST,BLUECOASTBEN,37.7,39.58,39.58,1.88,4.99,1523,60280,50.47,8.68
LAKPRE,LAKPREBZN,5.42,5.69,5.69,0.27,4.98,27,153,7.42,3.88
KEEPLEARN,KEEPLEARNBEN,3.01,3.16,3.16,0.15,4.98,153,483,7.51,2.58
MTEDUCARE,MTEDUCAREBEN,2.42,2.54,2.54,0.12,4.96,23,58,4.74,1.94
SVPGLOB,SVPGLOBEQN,4.04,4.24,4.24,0.2,4.95,12795,54250,7.99,2.37
AKI,AKIBEN,11.97,12.56,12.56,0.59,4.93,3107,39023,25.68,6.63
FALCONTECH,FALCONTECHSTN,17.4,18.25,18.25,0.85,4.89,2400,43800,70.7,14.85
TATVA,TATVAEQN,1015.45,1065.0,1065.0,49.55,4.88,8169,8699985,1102.0,621.0
ZENITHSTL,ZENITHSTLBEN,8.64,9.06,9.06,0.42,4.86,1181,10699,12.5,5.65
CYBERMEDIA,CYBERMEDIAEQN,17.92,18.78,18.78,0.86,4.8,9,169,34.69,11.66
SVLL,SVLLBEN,801.3,839.8,839.8,38.5,4.8,6,5038,855.7,202.55
SHEKHAWATI,SHEKHAWATIBEN,24.51,25.68,25.68,1.17,4.77,240,6163,86.43,5.95
PHANTOMFX,PHANTOMFXSTN,303.7,318.05,318.05,14.35,4.73,32100,10209405,424.0,165.0
FEDFINA,FEDFINAEQN,123.72,129.5,129.5,5.78,4.67,88039,11401050,129.98,80.0
EXCEL,EXCELBEN,1.07,1.12,1.12,0.05,4.67,318458,356672,1.85,0.65
ORTINGLOBE,ORTINGLOBEEQN,11.66,12.2,12.2,0.54,4.63,456,5563,24.82,9.64
REGENCERAM,REGENCERAMEQN,50.47,52.79,52.79,2.32,4.6,15,791,106.9,35.31
VCL,VCLBEN,1.1,1.15,1.15,0.05,4.55,72192,83020,1.18,0.6
TRIDENT,TRIDENTEQN,31.53,32.95,32.95,1.42,4.5,552317,18198845,41.45,23.11
RAJSREESUG,RAJSREESUGEQN,46.75,48.75,48.75,2.0,4.28,2,97,84.0,35.6
IEX,IEXEQN,132.32,137.8,137.8,5.48,4.14,720522,99287931,244.4,131.5
CCCL,CCCLEQN,16.86,17.49,17.49,0.63,3.74,111,1941,28.68,10.84
HAVISHA,HAVISHABEN,2.16,2.24,2.24,0.08,3.7,15,33,3.49,1.7
SMARTEN,SMARTENSTN,150.45,156.0,156.0,5.55,3.69,15600,2433600,152.8,129.85
SATKARTAR,SATKARTARSTN,181.45,188.0,188.0,6.55,3.61,800,150400,241.95,130.2
ANANTRAJ,ANANTRAJEQN,562.35,582.0,582.0,19.65,3.49,67316,39177912,947.9,376.15
HARRMALAYA,HARRMALAYAEQN,219.38,227.0,227.0,7.62,3.47,2927,664429,341.85,170.53
AKG,AKGEQN,13.05,13.5,13.5,0.45,3.45,15,202,24.6,11.24
BYKE,BYKEBEN,79.31,82.0,82.0,2.69,3.39,60,4920,107.0,57.8
