symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
DGCONTENT,DGCONTENTEQN,44.42,48.9,48.9,4.48,10.09,5,244,68.5,29.75
SUMEETINDS,SUMEETINDSEQN,86.74,95.41,95.41,8.67,10.0,79,7537,0.0,0.0
VIJIFIN,VIJIFINEQN,2.32,2.55,2.55,0.23,9.91,50,127,4.33,1.97
TFL,TFLEQN,18.43,18.41,19.81,1.38,7.49,0,0,40.6,11.75
UYFINCORP,UYFINCORPEQN,21.66,23.0,23.0,1.34,6.19,105324,2422452,39.4,15.57
TNTELE,TNTELEEQN,17.44,18.4,18.4,0.96,5.5,12609,232005,17.44,7.94
FALCONTECH,FALCONTECHSMN,24.0,25.3,25.3,1.3,5.42,1200,30360,84.5,23.5
UNIVPHOTO,UNIVPHOTOEQN,291.57,307.0,307.0,15.43,5.29,13409,4116563,483.9,174.0
NACLIND,NACLINDBEN,240.74,252.77,252.77,12.03,5.0,81024,20480436,240.74,49.0
SABAR,SABARSTN,5.0,5.25,5.25,0.25,5.0,5000,26250,30.3,3.8
SWANDEF,SWANDEFBEN,228.57,239.99,239.99,11.42,5.0,46,11039,228.57,37.8
NIRAJISPAT,NIRAJISPATBEN,479.4,503.35,503.35,23.95,5.0,1,503,479.4,185.65
SABTNL,SABTNLEQN,1062.4,1115.5,1115.5,53.1,5.0,92,102626,2219.95,252.21
IRIS,IRISEQN,335.45,352.2,352.2,16.75,4.99,648,228225,577.0,217.4
VMARCIND,VMARCINDSMN,377.65,396.5,396.5,18.85,4.99,500,198250,494.15,163.5
GENSOL,GENSOLBEN,46.65,48.98,48.98,2.33,4.99,1704,83461,1053.95,40.31
LATTEYS,LATTEYSEQN,24.72,25.95,25.95,1.23,4.98,3075,79796,48.63,16.0
VISASTEEL,VISASTEELBEN,38.79,40.72,40.72,1.93,4.98,2860,116459,45.48,19.6
AKI,AKIBEN,8.43,8.85,8.85,0.42,4.98,1750,15487,26.43,6.63
DIGJAMLMTD,DIGJAMLMTDBEN,37.99,39.88,39.88,1.89,4.97,10,398,94.99,31.46
