symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
REGENCERAM,REGENCERAMEQN,44.66,49.95,49.95,5.29,11.85,10,499,57.69,35.31
AHCL,AHCLEQN,143.79,16.0,16.0,1.62,11.27,46751,748016,172.75,90.78
BLUECOAST,BLUECOASTEQN,28.92,31.81,31.81,2.89,9.99,39,1240,86.31,18.57
EUROTEXIND,EUROTEXINDEQN,14.92,16.39,16.39,1.47,9.85,2,32,23.58,11.83
BI,BIEQN,59.75,64.95,64.95,5.2,8.7,1,64,64.05,58.0
SHEKHAWATI,SHEKHAWATIEQN,15.09,16.4,16.4,1.31,8.68,2931,48068,26.84,9.12
PANSARI,PANSARIEQN,299.9,325.0,325.0,25.1,8.37,10,3250,352.3,159.0
VLINFRA,VLINFRASMN,36.0,38.9,38.9,2.9,8.06,3000,116700,57.0,18.0
SHRIKRISH,SHRIKRISHEQN,44.55,47.95,47.95,3.4,7.63,16,767,49.5,35.0
DUGLOBAL,DUGLOBALSMN,45.65,48.85,48.85,3.2,7.01,10000,488500,61.9,26.5
ZODIAC,ZODIACEQN,355.83,379.89,379.89,24.06,6.76,20106,7638068,560.0,205.55
DELPHIFX,DELPHIFXEQN,13.15,13.99,13.99,0.84,6.39,5000,69950,18.25,7.42
UNIENTER,UNIENTEREQN,108.19,114.5,114.5,6.31,5.83,5,572,168.5,87.51
DGCONTENT,DGCONTENTEQN,29.3,30.99,30.99,1.69,5.77,10,309,59.28,21.61
PRAENG,PRAENGEQN,23.61,24.95,24.95,1.34,5.68,5,124,33.88,17.0
WILLAMAGOR,WILLAMAGOREQN,27.55,29.1,29.1,1.55,5.63,5,145,41.0,21.11
ATULAUTO,ATULAUTOEQN,473.55,500.0,500.0,26.45,5.59,43141,21570500,554.0,380.05
GILLANDERS,GILLANDERSEQN,92.0,97.0,97.0,5.0,5.43,3,291,151.9,76.0
MASKINVEST,MASKINVESTEQN,161.37,170.1,170.1,8.73,5.41,2335,397183,246.09,114.94
ONELIFECAP,ONELIFECAPEQN,16.8,17.7,17.7,0.9,5.36,1789,31665,17.7,9.39
AKCAPIT,AKCAPITEQN,1536.1,1618.0,1618.0,81.9,5.33,1,1618,1699.0,1484.9
COUNCODOS,COUNCODOSEQN,5.13,5.4,5.4,0.27,5.26,16,86,11.92,3.71
HMVL,HMVLEQN,66.46,69.8,69.8,3.34,5.03,1,69,103.4,55.2
KOTIC,KOTICEQN,213.0,223.7,223.7,10.7,5.02,1031,230634,213.7,155.0
PRESSTONIC,PRESSTONICSTN,48.0,50.4,50.4,2.4,5.0,20800,1048320,121.19,28.2
PRIZOR,PRIZORSTN,565.0,593.25,593.25,28.25,5.0,800,474600,565.0,129.0
SEJALLTD,SEJALLTDEQN,730.15,766.65,766.65,36.5,5.0,3115,2388114,1036.7,355.0
AHLWEST,AHLWESTBEN,283.44,297.61,297.61,14.17,5.0,26,7737,283.44,137.0
RSSOFTWARE,RSSOFTWAREBEN,45.48,47.75,47.75,2.27,4.99,894,42688,91.65,21.93
JAINAM,JAINAMSMN,191.8,201.35,201.35,9.55,4.98,500,100675,322.85,169.0
OWAIS,OWAISSMN,200.65,210.65,210.65,10.0,4.98,900,189585,707.9,88.1
FELDVR,FELDVRBZN,3.02,3.17,3.17,0.15,4.97,1,3,4.12,2.35
VIJIFIN,VIJIFINBEN,3.82,4.01,4.01,0.19,4.97,2430,9744,4.6,2.0
PRECOT,PRECOTBEN,550.0,577.0,577.0,27.0,4.91,614,354278,643.65,300.05
GANGABATH,GANGABATHSTN,24.5,25.7,25.7,1.2,4.9,6000,154200,59.0,15.5
ROLLT,ROLLTEQN,1.84,1.93,1.93,0.09,4.89,7430,14339,2.53,1.02
SVPGLOB,SVPGLOBEQN,3.29,3.45,3.45,0.16,4.86,10030,34603,6.89,2.18
SETUINFRA,SETUINFRABZN,0.62,0.65,0.65,0.03,4.84,8911,5792,1.12,0.37
LRRPL,LRRPLSMN,79.45,83.25,83.25,3.8,4.78,4500,374625,99.5,59.0
VISASTEEL,VISASTEELEQN,40.89,42.79,42.79,1.9,4.65,90,3851,73.68,27.05
TRU,TRUEQN,6.3,6.59,6.59,0.29,4.6,735,4843,20.84,4.55
CIEINDIA,CIEINDIAEQN,468.6,490.0,490.0,21.4,4.57,46177,22626730,526.0,381.1
KIRANVYPAR,KIRANVYPAREQN,199.0,208.0,208.0,9.0,4.52,2,416,201.95,176.0
SHRIKANHA,SHRIKANHASMN,28.95,30.25,30.25,1.3,4.49,1600,48400,88.0,15.1
POSITRON,POSITRONSMN,199.1,208.0,208.0,8.9,4.47,300,62400,420.0,105.9
HINDCOMPOS,HINDCOMPOSEQN,459.6,479.6,479.6,20.0,4.35,1005,481998,550.0,347.1
JISLDVREQS,JISLDVREQSEQN,23.93,24.97,24.97,1.04,4.35,200,4994,35.95,18.5
UMESLTD,UMESLTDBEN,5.98,6.24,6.24,0.26,4.35,1805,11263,7.14,3.88
BROOKS,BROOKSBEN,64.36,67.15,67.15,2.79,4.33,1260,84609,164.02,36.3
ANIKINDS,ANIKINDSBEN,42.3,44.09,44.09,1.79,4.23,50,2204,123.99,32.5
SICALLOG,SICALLOGBEN,68.11,70.99,70.99,2.88,4.23,750,53242,103.33,60.11
SAMBHAAV,SAMBHAAVBEN,7.16,7.46,7.46,0.3,4.19,1,7,11.53,5.07
RVHL,RVHLEQN,41.99,43.7,43.7,1.71,4.07,1,43,71.36,28.5
GLOBALVECT,GLOBALVECTEQN,188.62,196.0,196.0,7.38,3.91,10,1960,280.5,129.0
BATLIBOI,BATLIBOIEQN,81.65,84.8,84.8,3.15,3.86,60,5088,88.95,79.85
TVVISION,TVVISIONEQN,5.54,5.75,5.75,0.21,3.79,3,17,12.4,4.65
BIL,BILEQN,786.15,815.0,815.0,28.85,3.67,87,70905,984.75,490.5
DSFCL,DSFCLEQN,24.6,25.5,25.5,0.9,3.66,21,535,52.5,17.28
BEACON,BEACONSMN,108.1,112.0,112.0,3.9,3.61,1000,112000,108.1,50.0
SRTL,SRTLEQN,50.59,52.4,52.4,1.81,3.58,5278,276567,73.36,40.0
SOMICONVEY,SOMICONVEYEQN,111.79,115.7,115.7,3.91,3.5,3,347,204.99,85.5
WEALTH,WEALTHEQN,932.35,965.0,965.0,32.65,3.5,2,1930,1410.0,774.95
RKDL,RKDLEQN,21.23,21.97,21.97,0.74,3.49,1,21,34.58,16.3
FILATFASH,FILATFASHBEN,0.29,0.3,0.3,0.01,3.45,848206,254461,0.74,0.14
GENUSPAPER,GENUSPAPEREQN,14.07,14.55,14.55,0.48,3.41,20,291,22.01,8.67
VELS,VELSSMN,68.5,70.8,70.8,2.3,3.36,1200,84960,94.5,39.75
SINTERCOM,SINTERCOMEQN,74.99,77.5,77.5,2.51,3.35,5,387,153.84,62.99
VHL,VHLEQN,3313.6,3424.0,3424.0,110.4,3.33,5,17120,4469.0,2870.0
MADHAVIPL,MADHAVIPLEQN,9.0,9.3,9.3,0.3,3.33,1216,11308,9.5,8.0
SURANASOL,SURANASOLEQN,27.87,28.79,28.79,0.92,3.3,116,3339,41.44,18.31
CCCL,CCCLEQN,18.19,18.79,18.79,0.6,3.3,111,2085,28.87,12.66
TREL,TRELEQN,26.54,27.4,27.4,0.86,3.24,5,137,37.95,21.47
TNTELE,TNTELEEQN,10.26,10.59,10.59,0.33,3.22,60,635,26.0,7.81
KOTYARK,KOTYARKEQN,397.2,409.95,409.95,12.75,3.21,371,152091,459.6,191.2
MUTHOOTMF,MUTHOOTMFEQN,189.0,195.0,195.0,6.0,3.17,8148,1588860,199.5,124.12
SUPREMEINF,SUPREMEINFBZN,75.61,78.01,78.01,2.4,3.17,1200,93612,130.25,58.11
TAINWALCHM,TAINWALCHMEQN,199.77,206.0,206.0,6.23,3.12,10,2060,274.99,155.0
FLEXITUFF,FLEXITUFFEQN,7.07,7.29,7.29,0.22,3.11,10,72,42.21,5.72
BLUESTONE,BLUESTONEEQN,547.0,563.9,563.9,16.9,3.09,70037,39493864,793.0,399.8
SUNTECH,SUNTECHSMN,40.7,41.95,41.95,1.25,3.07,1600,67120,110.0,30.0
VALIANTLAB,VALIANTLABEQN,75.59,77.9,77.9,2.31,3.06,1161,90441,115.19,49.51
LATTEYS,LATTEYSEQN,21.45,22.1,22.1,0.65,3.03,50,1105,37.0,15.79
INVPRECQ,INVPRECQEQN,630.9,650.0,650.0,19.1,3.03,3,1950,710.0,610.65
GODAVARIB,GODAVARIBEQN,334.9,345.0,345.0,10.1,3.02,10604,3658380,348.7,160.0
RKSWAMY,RKSWAMYEQN,89.41,92.1,92.1,2.69,3.01,100,9210,226.0,67.15
GOLDTECH,GOLDTECHEQN,40.29,41.49,41.49,1.2,2.98,4,165,80.44,29.68
ATL,ATLEQN,25.45,26.2,26.2,0.75,2.95,7,183,37.86,18.2
EMPOWER,EMPOWEREQN,1.7,1.75,1.75,0.05,2.94,8904,15582,1.7,1.3
DBEIL,DBEILEQN,76.57,78.8,78.8,2.23,2.91,870,68556,185.6,51.51
