symbol,identifier,previousClose,lastPrice,iep,change,pChange,finalQuantity,totalTurnover,yearHigh,yearLow
JYOTIGLOBL,JYOTIGLOBLSMN,60.1,72.1,72.1,12.0,19.97,34000,2451400,67.0,49.0
ORBTEXP,ORBTEXPEQN,227.8,254.89,254.89,27.09,11.89,24089,6140045,306.29,138.7
TRUST,TRUSTSMN,55.4,61.0,61.0,5.6,10.11,3000,183000,220.8,42.7
CALSOFT,CALSOFTEQN,16.38,18.01,18.01,1.63,9.95,24037,432906,21.42,9.38
EIMCOELECO,EIMCOELECOEQN,1917.5,2100.0,2100.0,182.5,9.52,12972,27241200,3395.05,1301.0
ZENITHSTL,ZENITHSTLEQN,7.58,8.3,8.3,0.72,9.5,58209,483134,10.11,5.65
RADAAN,RADAANEQN,3.35,3.65,3.65,0.3,8.96,56,204,7.42,2.87
PALREDTEC,PALREDTECEQN,55.3,59.99,59.99,4.69,8.48,59,3539,140.8,39.62
BCG,BCGEQN,13.05,14.0,14.0,0.95,7.28,228536,3199504,22.0,7.69
ABMINTLLTD,ABMINTLLTDEQN,46.5,49.8,49.8,3.3,7.1,25,1245,110.62,37.01
HBSL,HBSLEQN,91.78,97.98,97.98,6.2,6.76,4872,477358,146.88,70.0
SUMEETINDS,SUMEETINDSEQN,37.62,40.15,40.15,2.53,6.73,30168,1211245,38.07,0.9
MFML,MFMLEQN,29.04,30.78,30.78,1.74,5.99,1,30,61.0,24.2
SANGINITA,SANGINITAEQN,10.14,10.71,10.71,0.57,5.62,20,214,18.5,8.46
ESSARSHPNG,ESSARSHPNGEQN,27.95,29.5,29.5,1.55,5.55,17532,517194,41.95,21.5
STALLION,STALLIONEQN,298.1,313.95,313.95,15.85,5.32,70880,22252776,298.1,60.0
GUJRAFFIA,GUJRAFFIAEQN,38.0,39.98,39.98,1.98,5.21,24,959,105.88,34.87
AAKASH,AAKASHEQN,9.22,9.69,9.69,0.47,5.1,110,1065,13.79,7.06
NIRMAN,NIRMANSMN,168.05,176.45,176.45,8.4,5.0,3300,582285,456.0,130.1
WAAREEINDO,WAAREEINDOBEN,646.45,678.75,678.75,32.3,5.0,71794,48730177,646.45,165.07
MCLEODRUSS,MCLEODRUSSEQN,51.92,54.51,54.51,2.59,4.99,561554,30610308,51.92,26.28
JITFINFRA,JITFINFRABEN,346.8,364.1,364.1,17.3,4.99,5363,1952668,979.0,252.0
DHTL,DHTLSTN,91.1,95.65,95.65,4.55,4.99,800,76520,104.6,36.9
VISASTEEL,VISASTEELEQN,49.9,52.39,52.39,2.49,4.99,322,16869,49.9,25.46
CAPTRUST,CAPTRUSTEQN,40.71,42.74,42.74,2.03,4.99,598,25558,135.44,36.06
BGRENERGY,BGRENERGYBEN,289.9,304.35,304.35,14.45,4.98,117014,35613210,289.9,34.5
CHANDAN,CHANDANSTN,248.85,261.25,261.25,12.4,4.98,1600,418000,279.0,140.0
SUBAHOTELS,SUBAHOTELSSTN,161.9,169.95,169.95,8.05,4.97,30000,5098500,0.0,0.0
PRAXIS,PRAXISBEN,12.49,13.11,13.11,0.62,4.96,500,6555,26.5,8.65
TAKE,TAKEEQN,13.95,14.64,14.64,0.69,4.95,9596,140485,20.47,6.51
INTENTECH,INTENTECHBEN,127.99,134.3,134.3,6.31,4.93,3100,416330,159.94,79.5
SAIFL,SAIFLSMN,19.3,20.25,20.25,0.95,4.92,16000,324000,32.75,9.25
ITI,ITIEQN,324.15,340.0,340.0,15.85,4.89,70819,24078460,592.7,210.0
JPASSOCIAT,JPASSOCIATBEN,3.52,3.69,3.69,0.17,4.83,1665649,6146244,8.55,2.56
BVCL,BVCLBEN,48.45,50.78,50.78,2.33,4.81,2431,123446,69.99,34.06
AKG,AKGEQN,13.25,13.88,13.88,0.63,4.75,300,4164,22.6,11.24
RAMAPHO,RAMAPHOEQN,158.49,166.0,166.0,7.51,4.74,6067,1007122,168.23,80.85
CYBERMEDIA,CYBERMEDIABEN,18.6,19.47,19.47,0.87,4.68,6,116,31.56,11.0
UEL,UELBEN,336.9,352.4,352.4,15.5,4.6,446,157170,422.05,216.82
TNTELE,TNTELEEQN,13.94,14.58,14.58,0.64,4.59,38110,555643,26.0,7.94
SALZERELEC,SALZERELECEQN,764.1,798.9,798.9,34.8,4.55,4870,3890643,1649.95,750.45
NILASPACES,NILASPACESBEN,17.95,18.75,18.75,0.8,4.46,143262,2686162,20.47,10.21
SEJALLTD,SEJALLTDEQN,773.1,805.95,805.95,32.85,4.25,263,211964,826.15,313.5
ANIKINDS,ANIKINDSEQN,61.46,64.0,64.0,2.54,4.13,20,1280,133.0,60.51
GATECH,GATECHEQN,0.73,0.76,0.76,0.03,4.11,644225,489611,1.21,0.44
WILLAMAGOR,WILLAMAGOREQN,34.59,36.0,36.0,1.41,4.08,4,144,42.8,25.31
AARVI,AARVIEQN,124.97,129.99,129.99,5.02,4.02,1,129,168.0,88.0
KCEIL,KCEILSMN,224.05,233.0,233.0,8.95,3.99,8500,1980500,418.75,157.0
BYKE,BYKEEQN,62.5,64.99,64.99,2.49,3.98,1095,71164,107.0,57.8
